perspective,item,Blender_1,Blender_2,Coffee maker_1,Coffee maker_2,Desk lamp_1,Desk lamp_2,Kettle_1,Kettle_2,Photo Frame_1,Photo Frame_2,Radio_1,Radio_2,Sandwich maker_1,Sandwich maker_2,Sleeping bag_1,Sleeping bag_2,Table Fan_1,Table Fan_2,Toaster_1,Toaster_2,choices_1,choices_2,choices_diff,decision,forced_decision,prior,Chicken wings_1,Chicken wings_2,French fries_1,French fries_2,Fried chicken_1,Fried chicken_2,Grilled Cheeses_1,Grilled Cheeses_2,Hamburgers_1,Hamburgers_2,Mashed potatoes_1,Mashed potatoes_2,Pasta_1,Pasta_2,Pizza_1,Pizza_2,Salad_1,Salad_2,Sushi_1,Sushi_2,Apple_1,Apple_2,Banana_1,Banana_2,Cherry_1,Cherry_2,Kiwi_1,Kiwi_2,Mango_1,Mango_2,Orange_1,Orange_2,Papaya_1,Papaya_2,Pineapple_1,Pineapple_2,Strawberry_1,Strawberry_2,Watermelon_1,Watermelon_2
self,object,7.0,8.0,8.0,7.0,6.0,6.0,5.0,5.0,4.0,4.0,6.0,6.0,7.0,7.0,8.0,8.0,6.0,6.0,7.0,7.0,Toaster,Blender,0,Blender,Blender,with,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
self,object,7.0,8.0,8.0,6.0,6.0,5.0,5.0,7.0,4.0,4.0,6.0,6.0,7.0,7.0,8.0,6.0,6.0,5.0,7.0,7.0,Toaster,Blender,0,Toaster,Blender,without,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
self,object,7.0,8.0,8.0,7.0,6.0,6.0,5.0,5.0,4.0,4.0,6.0,6.0,7.0,7.0,8.0,8.0,6.0,6.0,7.0,9.0,Toaster,Sandwich maker,0,Toaster,Toaster,with,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
self,object,7.0,7.0,8.0,8.0,6.0,6.0,5.0,7.0,4.0,5.0,6.0,6.0,7.0,7.0,8.0,8.0,6.0,6.0,7.0,7.0,Toaster,Sandwich maker,0,Toaster,Toaster,without,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
self,object,7.0,8.0,8.0,7.0,6.0,6.0,5.0,5.0,4.0,4.0,6.0,6.0,7.0,7.0,8.0,8.0,6.0,6.0,7.0,7.0,Toaster,Sandwich maker,0,Toaster,Sandwich maker,with,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
self,object,7.0,7.0,8.0,8.0,6.0,6.0,5.0,5.0,4.0,4.0,6.0,6.0,7.0,9.0,8.0,7.0,6.0,5.0,7.0,6.0,Toaster,Sandwich maker,0,Toaster,Sandwich maker,without,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
self,object,7.0,8.0,8.0,7.0,6.0,6.0,5.0,5.0,4.0,4.0,6.0,6.0,7.0,7.0,8.0,8.0,6.0,6.0,7.0,7.0,Blender,Desk lamp,1,Blender,Blender,with,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
self,object,7.0,7.0,8.0,8.0,6.0,6.0,5.0,5.0,4.0,4.0,6.0,3.0,7.0,6.0,8.0,7.0,6.0,5.0,7.0,6.0,Blender,Desk lamp,1,Blender,Blender,without,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
self,object,7.0,8.0,8.0,7.0,6.0,6.0,5.0,5.0,4.0,4.0,6.0,6.0,7.0,7.0,8.0,8.0,6.0,6.0,7.0,7.0,Blender,Desk lamp,1,Blender,Desk lamp,with,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
self,object,7.0,7.0,8.0,8.0,6.0,9.0,5.0,6.0,4.0,5.0,6.0,4.0,7.0,6.0,8.0,7.0,6.0,8.0,7.0,6.0,Blender,Desk lamp,1,Blender,Desk lamp,without,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
self,object,7.0,8.0,8.0,7.0,6.0,6.0,5.0,5.0,4.0,4.0,6.0,6.0,7.0,7.0,8.0,9.0,6.0,6.0,7.0,7.0,Sleeping bag,Photo Frame,4,Sleeping bag,Sleeping bag,with,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
self,object,7.0,7.0,8.0,8.0,6.0,6.0,5.0,5.0,4.0,4.0,6.0,3.0,7.0,6.0,8.0,9.0,6.0,7.0,7.0,5.0,Sleeping bag,Photo Frame,4,Sleeping bag,Sleeping bag,without,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
self,object,7.0,8.0,8.0,7.0,6.0,6.0,5.0,5.0,4.0,4.0,6.0,6.0,7.0,7.0,8.0,9.0,6.0,6.0,7.0,7.0,Sleeping bag,Photo Frame,4,Sleeping bag,Photo Frame,with,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
self,object,7.0,7.0,8.0,8.0,6.0,6.0,5.0,5.0,4.0,9.0,6.0,4.0,7.0,6.0,8.0,8.0,6.0,7.0,7.0,7.0,Sleeping bag,Photo Frame,4,Sleeping bag,Photo Frame,without,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
self,object,7.0,8.0,8.0,9.0,6.0,6.0,5.0,5.0,4.0,4.0,6.0,7.0,7.0,6.0,8.0,7.0,6.0,6.0,7.0,8.0,Coffee maker,Photo Frame,4,Coffee maker,Coffee maker,with,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
self,object,7.0,7.0,8.0,8.0,6.0,6.0,5.0,5.0,4.0,4.0,6.0,3.0,7.0,6.0,8.0,7.0,6.0,5.0,7.0,6.0,Coffee maker,Photo Frame,4,Coffee maker,Coffee maker,without,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
self,object,7.0,8.0,8.0,9.0,6.0,7.0,5.0,6.0,4.0,5.0,6.0,6.0,7.0,7.0,8.0,8.0,6.0,7.0,7.0,8.0,Coffee maker,Photo Frame,4,Coffee maker,Photo Frame,with,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
self,object,7.0,7.0,8.0,8.0,6.0,6.0,5.0,5.0,4.0,9.0,6.0,4.0,7.0,6.0,8.0,7.0,6.0,5.0,7.0,6.0,Coffee maker,Photo Frame,4,Coffee maker,Photo Frame,without,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
self,object,7.0,8.0,8.0,7.0,6.0,6.0,5.0,5.0,4.0,4.0,6.0,6.0,7.0,7.0,8.0,8.0,6.0,6.0,7.0,7.0,Toaster,Photo Frame,3,Toaster,Toaster,with,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
self,object,7.0,7.0,8.0,8.0,6.0,6.0,5.0,7.0,4.0,5.0,6.0,6.0,7.0,6.0,8.0,7.0,6.0,6.0,7.0,7.0,Toaster,Photo Frame,3,Toaster,Toaster,without,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
self,object,7.0,8.0,8.0,7.0,6.0,6.0,5.0,5.0,4.0,9.0,6.0,4.0,7.0,6.0,8.0,7.0,6.0,8.0,7.0,6.0,Toaster,Photo Frame,3,Toaster,Photo Frame,with,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
self,object,7.0,5.0,8.0,7.0,6.0,6.0,5.0,4.0,4.0,8.0,6.0,3.0,7.0,6.0,8.0,2.0,6.0,5.0,7.0,6.0,Toaster,Photo Frame,3,Toaster,Photo Frame,without,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
self,object,7.0,6.0,8.0,7.0,6.0,5.0,5.0,8.0,4.0,4.0,6.0,6.0,7.0,7.0,8.0,9.0,6.0,6.0,7.0,7.0,Sleeping bag,Kettle,3,Sleeping bag,Sleeping bag,with,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
self,object,7.0,3.0,8.0,6.0,6.0,5.0,5.0,7.0,4.0,4.0,6.0,6.0,7.0,4.0,8.0,8.0,6.0,6.0,7.0,5.0,Sleeping bag,Kettle,3,Sleeping bag,Sleeping bag,without,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
self,object,7.0,8.0,8.0,7.0,6.0,6.0,5.0,5.0,4.0,4.0,6.0,6.0,7.0,7.0,8.0,9.0,6.0,6.0,7.0,7.0,Sleeping bag,Kettle,3,Sleeping bag,Kettle,with,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
self,object,7.0,7.0,8.0,8.0,6.0,6.0,5.0,9.0,4.0,5.0,6.0,4.0,7.0,6.0,8.0,8.0,6.0,7.0,7.0,7.0,Sleeping bag,Kettle,3,Sleeping bag,Kettle,without,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
self,object,7.0,8.0,8.0,7.0,6.0,6.0,5.0,5.0,4.0,4.0,6.0,6.0,7.0,7.0,8.0,8.0,6.0,6.0,7.0,7.0,Sandwich maker,Photo Frame,3,Sandwich maker,Sandwich maker,with,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
self,object,7.0,8.0,8.0,7.0,6.0,6.0,5.0,5.0,4.0,4.0,6.0,3.0,7.0,9.0,8.0,2.0,6.0,6.0,7.0,7.0,Sandwich maker,Photo Frame,3,Sandwich maker,Sandwich maker,without,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
self,object,7.0,8.0,8.0,9.0,6.0,7.0,5.0,6.0,4.0,5.0,6.0,6.0,7.0,7.0,8.0,8.0,6.0,6.0,7.0,7.0,Sandwich maker,Photo Frame,3,Sandwich maker,Photo Frame,with,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
self,object,7.0,7.0,8.0,8.0,6.0,6.0,5.0,5.0,4.0,9.0,6.0,4.0,7.0,7.0,8.0,3.0,6.0,6.0,7.0,8.0,Sandwich maker,Photo Frame,3,Sandwich maker,Photo Frame,without,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
self,food,,,,,,,,,,,,,,,,,,,,,Hamburgers,Chicken wings,0,Hamburgers,Hamburgers,with,8.0,9.0,7.0,8.0,9.0,9.0,6.0,7.0,8.0,8.0,5.0,6.0,7.0,7.0,9.0,9.0,4.0,5.0,9.0,8.0,,,,,,,,,,,,,,,,,,,,
self,food,,,,,,,,,,,,,,,,,,,,,Hamburgers,Chicken wings,0,Chicken wings,Hamburgers,without,8.0,8.0,7.0,7.0,9.0,9.0,6.0,6.0,8.0,9.0,5.0,5.0,7.0,8.0,9.0,9.0,4.0,4.0,9.0,7.0,,,,,,,,,,,,,,,,,,,,
self,food,,,,,,,,,,,,,,,,,,,,,Hamburgers,Chicken wings,0,Hamburgers,Chicken wings,with,8.0,9.0,7.0,8.0,9.0,9.0,6.0,7.0,8.0,8.0,5.0,6.0,7.0,7.0,9.0,9.0,4.0,5.0,9.0,8.0,,,,,,,,,,,,,,,,,,,,
self,food,,,,,,,,,,,,,,,,,,,,,Hamburgers,Chicken wings,0,Chicken wings,Chicken wings,without,8.0,9.0,7.0,8.0,9.0,7.0,6.0,6.0,8.0,7.0,5.0,5.0,7.0,8.0,9.0,9.0,4.0,4.0,9.0,8.0,,,,,,,,,,,,,,,,,,,,
self,food,,,,,,,,,,,,,,,,,,,,,Pasta,French fries,0,Pasta,Pasta,with,8.0,9.0,7.0,8.0,9.0,9.0,6.0,7.0,8.0,8.0,5.0,6.0,7.0,8.0,9.0,9.0,4.0,5.0,9.0,9.0,,,,,,,,,,,,,,,,,,,,
self,food,,,,,,,,,,,,,,,,,,,,,Pasta,French fries,0,Pasta,Pasta,without,8.0,8.0,7.0,7.0,9.0,9.0,6.0,6.0,8.0,8.0,5.0,5.0,7.0,9.0,9.0,9.0,4.0,4.0,9.0,10.0,,,,,,,,,,,,,,,,,,,,
self,food,,,,,,,,,,,,,,,,,,,,,Pasta,French fries,0,Pasta,French fries,with,8.0,9.0,7.0,8.0,9.0,9.0,6.0,7.0,8.0,8.0,5.0,6.0,7.0,7.0,9.0,9.0,4.0,5.0,9.0,8.0,,,,,,,,,,,,,,,,,,,,
self,food,,,,,,,,,,,,,,,,,,,,,Pasta,French fries,0,Pasta,French fries,without,8.0,8.0,7.0,9.0,9.0,7.0,6.0,6.0,8.0,8.0,5.0,5.0,7.0,7.0,9.0,9.0,4.0,4.0,9.0,8.0,,,,,,,,,,,,,,,,,,,,
self,food,,,,,,,,,,,,,,,,,,,,,Pizza,Fried chicken,0,Pizza,Pizza,with,8.0,9.0,7.0,8.0,9.0,9.0,6.0,7.0,8.0,8.0,5.0,6.0,7.0,7.0,9.0,9.0,4.0,5.0,9.0,8.0,,,,,,,,,,,,,,,,,,,,
self,food,,,,,,,,,,,,,,,,,,,,,Pizza,Fried chicken,0,Pizza,Pizza,without,8.0,8.0,7.0,7.0,9.0,9.0,6.0,6.0,8.0,8.0,5.0,5.0,7.0,7.0,9.0,9.0,4.0,4.0,9.0,8.0,,,,,,,,,,,,,,,,,,,,
self,food,,,,,,,,,,,,,,,,,,,,,Pizza,Fried chicken,0,Pizza,Fried chicken,with,8.0,9.0,7.0,8.0,9.0,9.0,6.0,7.0,8.0,8.0,5.0,6.0,7.0,7.0,9.0,9.0,4.0,5.0,9.0,8.0,,,,,,,,,,,,,,,,,,,,
self,food,,,,,,,,,,,,,,,,,,,,,Pizza,Fried chicken,0,Pizza,Fried chicken,without,8.0,8.0,7.0,7.0,9.0,9.0,6.0,6.0,8.0,8.0,5.0,5.0,7.0,7.0,9.0,9.0,4.0,4.0,9.0,8.0,,,,,,,,,,,,,,,,,,,,
self,food,,,,,,,,,,,,,,,,,,,,,Sushi,Fried chicken,0,Fried chicken,Sushi,with,8.0,9.0,7.0,8.0,9.0,9.0,6.0,7.0,8.0,8.0,5.0,6.0,7.0,7.0,9.0,9.0,4.0,5.0,9.0,10.0,,,,,,,,,,,,,,,,,,,,
self,food,,,,,,,,,,,,,,,,,,,,,Sushi,Fried chicken,0,Sushi,Sushi,without,8.0,8.0,7.0,7.0,9.0,9.0,6.0,6.0,8.0,8.0,5.0,5.0,7.0,7.0,9.0,9.0,4.0,4.0,9.0,10.0,,,,,,,,,,,,,,,,,,,,
self,food,,,,,,,,,,,,,,,,,,,,,Sushi,Fried chicken,0,Fried chicken,Fried chicken,with,8.0,9.0,7.0,8.0,9.0,9.0,6.0,7.0,8.0,8.0,5.0,6.0,7.0,7.0,9.0,8.0,4.0,5.0,9.0,9.0,,,,,,,,,,,,,,,,,,,,
self,food,,,,,,,,,,,,,,,,,,,,,Sushi,Fried chicken,0,Sushi,Fried chicken,without,8.0,8.0,7.0,7.0,9.0,9.0,6.0,6.0,8.0,8.0,5.0,5.0,7.0,7.0,9.0,9.0,4.0,4.0,9.0,8.0,,,,,,,,,,,,,,,,,,,,
self,food,,,,,,,,,,,,,,,,,,,,,Sushi,Pizza,0,Pizza,Sushi,with,8.0,9.0,7.0,8.0,9.0,9.0,6.0,7.0,8.0,8.0,5.0,6.0,7.0,7.0,9.0,9.0,4.0,5.0,9.0,8.0,,,,,,,,,,,,,,,,,,,,
self,food,,,,,,,,,,,,,,,,,,,,,Sushi,Pizza,0,Sushi,Sushi,without,8.0,8.0,7.0,7.0,9.0,9.0,6.0,6.0,8.0,8.0,5.0,5.0,7.0,7.0,9.0,9.0,4.0,4.0,9.0,10.0,,,,,,,,,,,,,,,,,,,,
self,food,,,,,,,,,,,,,,,,,,,,,Sushi,Pizza,0,Pizza,Pizza,with,8.0,9.0,7.0,8.0,9.0,9.0,6.0,7.0,8.0,8.0,5.0,6.0,7.0,7.0,9.0,9.0,4.0,5.0,9.0,8.0,,,,,,,,,,,,,,,,,,,,
self,food,,,,,,,,,,,,,,,,,,,,,Sushi,Pizza,0,Sushi,Pizza,without,8.0,8.0,7.0,7.0,9.0,9.0,6.0,6.0,8.0,8.0,5.0,5.0,7.0,7.0,9.0,9.0,4.0,4.0,9.0,8.0,,,,,,,,,,,,,,,,,,,,
self,food,,,,,,,,,,,,,,,,,,,,,Sushi,Salad,5,Sushi,Sushi,with,8.0,9.0,7.0,8.0,9.0,9.0,6.0,7.0,8.0,8.0,5.0,6.0,7.0,7.0,9.0,9.0,4.0,5.0,9.0,10.0,,,,,,,,,,,,,,,,,,,,
self,food,,,,,,,,,,,,,,,,,,,,,Sushi,Salad,5,Sushi,Sushi,without,8.0,8.0,7.0,7.0,9.0,9.0,6.0,6.0,8.0,8.0,5.0,5.0,7.0,7.0,9.0,9.0,4.0,4.0,9.0,9.0,,,,,,,,,,,,,,,,,,,,
self,food,,,,,,,,,,,,,,,,,,,,,Sushi,Salad,5,Sushi,Salad,with,8.0,9.0,7.0,8.0,9.0,9.0,6.0,7.0,8.0,8.0,5.0,6.0,7.0,7.0,9.0,9.0,4.0,5.0,9.0,8.0,,,,,,,,,,,,,,,,,,,,
self,food,,,,,,,,,,,,,,,,,,,,,Sushi,Salad,5,Sushi,Salad,without,8.0,8.0,7.0,7.0,9.0,9.0,6.0,6.0,8.0,8.0,5.0,5.0,7.0,7.0,9.0,9.0,4.0,6.0,9.0,9.0,,,,,,,,,,,,,,,,,,,,
self,food,,,,,,,,,,,,,,,,,,,,,Pizza,Salad,5,Pizza,Pizza,with,8.0,9.0,7.0,8.0,9.0,9.0,6.0,7.0,8.0,8.0,5.0,6.0,7.0,7.0,9.0,9.0,4.0,5.0,9.0,8.0,,,,,,,,,,,,,,,,,,,,
self,food,,,,,,,,,,,,,,,,,,,,,Pizza,Salad,5,Pizza,Pizza,without,8.0,8.0,7.0,7.0,9.0,9.0,6.0,6.0,8.0,8.0,5.0,5.0,7.0,7.0,9.0,9.0,4.0,4.0,9.0,9.0,,,,,,,,,,,,,,,,,,,,
self,food,,,,,,,,,,,,,,,,,,,,,Pizza,Salad,5,Pizza,Salad,with,8.0,9.0,7.0,8.0,9.0,9.0,6.0,7.0,8.0,8.0,5.0,6.0,7.0,7.0,9.0,9.0,4.0,5.0,9.0,8.0,,,,,,,,,,,,,,,,,,,,
self,food,,,,,,,,,,,,,,,,,,,,,Pizza,Salad,5,Pizza,Salad,without,8.0,8.0,7.0,7.0,9.0,9.0,6.0,6.0,8.0,8.0,5.0,5.0,7.0,7.0,9.0,9.0,4.0,6.0,9.0,8.0,,,,,,,,,,,,,,,,,,,,
self,food,,,,,,,,,,,,,,,,,,,,,Fried chicken,Salad,5,Fried chicken,Fried chicken,with,8.0,9.0,7.0,8.0,9.0,9.0,6.0,7.0,8.0,8.0,5.0,6.0,7.0,7.0,9.0,8.0,4.0,5.0,9.0,9.0,,,,,,,,,,,,,,,,,,,,
self,food,,,,,,,,,,,,,,,,,,,,,Fried chicken,Salad,5,Fried chicken,Fried chicken,without,8.0,8.0,7.0,7.0,9.0,9.0,6.0,6.0,8.0,8.0,5.0,5.0,7.0,7.0,9.0,9.0,4.0,4.0,9.0,8.0,,,,,,,,,,,,,,,,,,,,
self,food,,,,,,,,,,,,,,,,,,,,,Fried chicken,Salad,5,Fried chicken,Salad,with,8.0,9.0,7.0,8.0,9.0,9.0,6.0,7.0,8.0,8.0,5.0,6.0,7.0,7.0,9.0,9.0,4.0,5.0,9.0,8.0,,,,,,,,,,,,,,,,,,,,
self,food,,,,,,,,,,,,,,,,,,,,,Fried chicken,Salad,5,Fried chicken,Salad,without,8.0,8.0,7.0,7.0,9.0,9.0,6.0,6.0,8.0,8.0,5.0,5.0,7.0,7.0,9.0,9.0,4.0,6.0,9.0,8.0,,,,,,,,,,,,,,,,,,,,
self,food,,,,,,,,,,,,,,,,,,,,,Sushi,Mashed potatoes,4,Sushi,Sushi,with,8.0,9.0,7.0,8.0,9.0,9.0,6.0,7.0,8.0,8.0,5.0,6.0,7.0,7.0,9.0,9.0,4.0,5.0,9.0,10.0,,,,,,,,,,,,,,,,,,,,
self,food,,,,,,,,,,,,,,,,,,,,,Sushi,Mashed potatoes,4,Sushi,Sushi,without,8.0,8.0,7.0,7.0,9.0,9.0,6.0,6.0,8.0,8.0,5.0,5.0,7.0,7.0,9.0,9.0,4.0,4.0,9.0,10.0,,,,,,,,,,,,,,,,,,,,
self,food,,,,,,,,,,,,,,,,,,,,,Sushi,Mashed potatoes,4,Sushi,Mashed potatoes,with,8.0,9.0,7.0,8.0,9.0,9.0,6.0,7.0,8.0,8.0,5.0,6.0,7.0,7.0,9.0,9.0,4.0,5.0,9.0,8.0,,,,,,,,,,,,,,,,,,,,
self,food,,,,,,,,,,,,,,,,,,,,,Sushi,Mashed potatoes,4,Sushi,Mashed potatoes,without,8.0,8.0,7.0,7.0,9.0,9.0,6.0,6.0,8.0,8.0,5.0,9.0,7.0,7.0,9.0,9.0,4.0,5.0,9.0,8.0,,,,,,,,,,,,,,,,,,,,
self,food,,,,,,,,,,,,,,,,,,,,,Pizza,Mashed potatoes,4,Pizza,Pizza,with,8.0,9.0,7.0,8.0,9.0,9.0,6.0,7.0,8.0,8.0,5.0,6.0,7.0,7.0,9.0,9.0,4.0,5.0,9.0,8.0,,,,,,,,,,,,,,,,,,,,
self,food,,,,,,,,,,,,,,,,,,,,,Pizza,Mashed potatoes,4,Pizza,Pizza,without,8.0,8.0,7.0,7.0,9.0,9.0,6.0,6.0,8.0,8.0,5.0,5.0,7.0,7.0,9.0,9.0,4.0,4.0,9.0,9.0,,,,,,,,,,,,,,,,,,,,
self,food,,,,,,,,,,,,,,,,,,,,,Pizza,Mashed potatoes,4,Pizza,Mashed potatoes,with,8.0,9.0,7.0,8.0,9.0,9.0,6.0,7.0,8.0,8.0,5.0,6.0,7.0,7.0,9.0,9.0,4.0,5.0,9.0,8.0,,,,,,,,,,,,,,,,,,,,
self,food,,,,,,,,,,,,,,,,,,,,,Pizza,Mashed potatoes,4,Pizza,Mashed potatoes,without,8.0,8.0,7.0,7.0,9.0,9.0,6.0,6.0,8.0,8.0,5.0,7.0,7.0,8.0,9.0,9.0,4.0,5.0,9.0,9.0,,,,,,,,,,,,,,,,,,,,
self,fruit,,,,,,,,,,,,,,,,,,,,,Mango,Apple,0,Mango,Mango,with,,,,,,,,,,,,,,,,,,,,,8.0,8.0,7.0,7.0,6.0,6.0,9.0,9.0,8.0,8.0,7.0,7.0,5.0,5.0,8.0,8.0,9.0,9.0,9.0,9.0
self,fruit,,,,,,,,,,,,,,,,,,,,,Mango,Apple,0,Mango,Mango,without,,,,,,,,,,,,,,,,,,,,,8.0,8.0,7.0,7.0,6.0,6.0,9.0,5.0,8.0,9.0,7.0,6.0,5.0,4.0,8.0,7.0,9.0,8.0,9.0,9.0
self,fruit,,,,,,,,,,,,,,,,,,,,,Mango,Apple,0,Mango,Apple,with,,,,,,,,,,,,,,,,,,,,,8.0,9.0,7.0,8.0,6.0,7.0,9.0,6.0,8.0,9.0,7.0,7.0,5.0,5.0,8.0,8.0,9.0,9.0,9.0,8.0
self,fruit,,,,,,,,,,,,,,,,,,,,,Mango,Apple,0,Mango,Apple,without,,,,,,,,,,,,,,,,,,,,,8.0,9.0,7.0,8.0,6.0,7.0,9.0,6.0,8.0,10.0,7.0,7.0,5.0,5.0,8.0,8.0,9.0,9.0,9.0,8.0
self,fruit,,,,,,,,,,,,,,,,,,,,,Orange,Banana,0,Banana,Orange,with,,,,,,,,,,,,,,,,,,,,,8.0,8.0,7.0,7.0,6.0,6.0,9.0,9.0,8.0,8.0,7.0,7.0,5.0,5.0,8.0,8.0,9.0,9.0,9.0,9.0
