n,perspective,condition,flood_1,wind_1,flood_2,wind_2,decision,forced_decision,prior
15,self,better,4,120,2,100,Evacuate,Evacuate,with
15,self,better,4,120,6,100,Evacuate,Evacuate,without
11,self,uncertainty,4,120,16,140,Evacuate,Stay,with
11,self,uncertainty,4,120,18,145,Evacuate,Stay,without
11,self,uncertainty,4,120,16,145,Evacuate,Evacuate,with
11,self,uncertainty,4,120,18,145,Evacuate,Evacuate,without
12,self,uncertainty,4,120,14,145,Evacuate,Stay,with
12,self,uncertainty,4,120,18,145,Evacuate,Stay,without
12,self,uncertainty,4,120,14,145,Evacuate,Evacuate,with
12,self,uncertainty,4,120,18,145,Evacuate,Evacuate,without
13,self,uncertainty,4,120,14,145,Evacuate,Stay,with
13,self,uncertainty,4,120,18,145,Evacuate,Stay,without
13,self,uncertainty,4,120,16,135,Evacuate,Evacuate,with
13,self,uncertainty,4,120,18,145,Evacuate,Evacuate,without
14,self,uncertainty,4,120,16,145,Evacuate,Stay,with
14,self,uncertainty,4,120,16,145,Evacuate,Stay,without
14,self,uncertainty,4,120,16,140,Evacuate,Evacuate,with
14,self,uncertainty,4,120,18,145,Evacuate,Evacuate,without
15,self,uncertainty,4,120,14,145,Evacuate,Stay,with
15,self,uncertainty,4,120,18,150,Evacuate,Stay,without
15,self,uncertainty,4,120,16,140,Evacuate,Evacuate,with
15,self,uncertainty,4,120,18,145,Evacuate,Evacuate,without
11,self,utility,4,120,16,140,Evacuate,Stay,with
11,self,utility,4,120,24,140,Evacuate,Stay,without
11,self,utility,4,120,16,140,Evacuate,Evacuate,with
11,self,utility,4,120,16,140,Evacuate,Evacuate,without
12,self,utility,4,120,12,140,Evacuate,Stay,with
12,self,utility,4,120,24,140,Stay,Stay,without
12,self,utility,4,120,16,140,Evacuate,Evacuate,with
12,self,utility,4,120,24,160,Stay,Evacuate,without
13,self,utility,4,120,8,160,Evacuate,Stay,with
13,self,utility,4,120,24,160,Evacuate,Stay,without
13,self,utility,4,120,16,140,Evacuate,Evacuate,with
13,self,utility,4,120,24,140,Evacuate,Evacuate,without
14,self,utility,4,120,8,160,Evacuate,Stay,with
14,self,utility,4,120,24,160,Evacuate,Stay,without
14,self,utility,4,120,8,150,Evacuate,Evacuate,with
14,self,utility,4,120,24,150,Evacuate,Evacuate,without
15,self,utility,12,120,16,160,Evacuate,Stay,with
15,self,utility,12,120,24,160,Evacuate,Stay,without
15,self,utility,12,120,16,140,Evacuate,Evacuate,with
15,self,utility,12,120,24,160,Evacuate,Evacuate,without
11,roleplay,worse,4,120,24,140,Stay,Stay,with
11,roleplay,worse,4,120,16,140,Evacuate,Stay,without
11,roleplay,worse,4,120,12,140,Stay,Evacuate,with
11,roleplay,worse,4,120,16,140,Evacuate,Evacuate,without
12,roleplay,worse,4,120,12,150,Evacuate,Stay,with
12,roleplay,worse,4,120,24,150,Evacuate,Stay,without
12,roleplay,worse,4,120,12,140,Evacuate,Evacuate,with
12,roleplay,worse,4,120,24,140,Evacuate,Evacuate,without
13,roleplay,worse,12,120,24,140,Evacuate,Stay,with
13,roleplay,worse,12,120,16,140,Stay,Stay,without
13,roleplay,worse,12,120,24,140,Evacuate,Evacuate,with
13,roleplay,worse,12,120,24,140,Stay,Evacuate,without
14,roleplay,worse,4,120,12,140,Evacuate,Stay,with
14,roleplay,worse,4,120,24,160,Evacuate,Stay,without
14,roleplay,worse,4,120,16,140,Evacuate,Evacuate,with
14,roleplay,worse,4,120,16,140,Evacuate,Evacuate,without
15,roleplay,worse,4,120,12,140,Evacuate,Stay,with
15,roleplay,worse,4,120,18,145,Evacuate,Stay,without
15,roleplay,worse,4,120,8,140,Evacuate,Evacuate,with
15,roleplay,worse,4,120,24,140,Evacuate,Evacuate,without
11,roleplay,better,4,120,2,100,Evacuate,Stay,with
11,roleplay,better,4,120,8,100,Evacuate,Stay,without
11,roleplay,better,4,120,2,100,Evacuate,Evacuate,with
11,roleplay,better,4,120,10,100,Evacuate,Evacuate,without
12,roleplay,better,12,120,8,100,Evacuate,Stay,with
12,roleplay,better,12,120,6,100,Evacuate,Stay,without
12,roleplay,better,12,120,8,100,Evacuate,Evacuate,with
12,roleplay,better,12,120,8,100,Evacuate,Evacuate,without
13,roleplay,better,4,120,7,100,Evacuate,Stay,with
13,roleplay,better,4,120,8,100,Evacuate,Stay,without
13,roleplay,better,4,120,7,100,Evacuate,Evacuate,with
13,roleplay,better,4,120,6,100,Evacuate,Evacuate,without
14,roleplay,better,12,135,8,110,Evacuate,Stay,with
14,roleplay,better,12,135,6,100,Evacuate,Stay,without
14,roleplay,better,12,135,9,105,Evacuate,Evacuate,with
14,roleplay,better,12,135,8,100,Evacuate,Evacuate,without
15,roleplay,better,12,120,8,100,Evacuate,Stay,with
15,roleplay,better,12,120,8,100,Evacuate,Stay,without
15,roleplay,better,12,120,10,100,Evacuate,Evacuate,with
15,roleplay,better,12,120,6,100,Evacuate,Evacuate,without
11,roleplay,uncertainty,12,120,16,140,Evacuate,Stay,with
11,roleplay,uncertainty,12,120,18,150,Evacuate,Stay,without
11,roleplay,uncertainty,12,120,16,140,Evacuate,Evacuate,with
11,roleplay,uncertainty,12,120,18,145,Evacuate,Evacuate,without
12,roleplay,uncertainty,4,120,16,140,Stay,Stay,with
12,roleplay,uncertainty,4,120,16,145,Evacuate,Stay,without
12,roleplay,uncertainty,4,120,16,140,Stay,Evacuate,with
12,roleplay,uncertainty,4,120,18,145,Evacuate,Evacuate,without
13,roleplay,uncertainty,4,120,16,140,Stay,Stay,with
13,roleplay,uncertainty,4,120,18,145,Evacuate,Stay,without
13,roleplay,uncertainty,4,120,16,140,Stay,Evacuate,with
13,roleplay,uncertainty,4,120,18,145,Evacuate,Evacuate,without
14,roleplay,uncertainty,4,120,16,140,Stay,Stay,with
14,roleplay,uncertainty,4,120,16,145,Evacuate,Stay,without
14,roleplay,uncertainty,4,120,14,145,Stay,Evacuate,with
14,roleplay,uncertainty,4,120,18,145,Evacuate,Evacuate,without
15,roleplay,uncertainty,8,120,16,140,Evacuate,Stay,with
15,roleplay,uncertainty,8,120,16,145,Evacuate,Stay,without
15,roleplay,uncertainty,8,120,16,140,Evacuate,Evacuate,with
15,roleplay,uncertainty,8,120,16,145,Evacuate,Evacuate,without
11,roleplay,utility,12,120,24,140,Evacuate,Stay,with
11,roleplay,utility,12,120,24,150,Evacuate,Stay,without
11,roleplay,utility,12,120,24,140,Evacuate,Evacuate,with
11,roleplay,utility,12,120,24,160,Evacuate,Evacuate,without
12,roleplay,utility,8,110,16,140,Evacuate,Stay,with
12,roleplay,utility,8,110,24,160,Evacuate,Stay,without
12,roleplay,utility,8,110,16,140,Evacuate,Evacuate,with
12,roleplay,utility,8,110,16,140,Evacuate,Evacuate,without
13,roleplay,utility,8,120,16,140,Evacuate,Stay,with
13,roleplay,utility,8,120,20,150,Evacuate,Stay,without
13,roleplay,utility,8,120,16,140,Evacuate,Evacuate,with
13,roleplay,utility,8,120,16,140,Evacuate,Evacuate,without
14,roleplay,utility,4,120,16,140,Evacuate,Stay,with
14,roleplay,utility,4,120,24,160,Evacuate,Stay,without
14,roleplay,utility,4,120,16,140,Evacuate,Evacuate,with
14,roleplay,utility,4,120,16,140,Evacuate,Evacuate,without
15,roleplay,utility,8,120,16,140,Evacuate,Stay,with
15,roleplay,utility,8,120,24,140,Evacuate.,Stay,without
15,roleplay,utility,8,120,16,140,Evacuate,Evacuate,with
15,roleplay,utility,8,120,16,140,Evacuate.,Evacuate,without
11,predict,worse,12,120,24,140,Evacuate,Stay,with
11,predict,worse,12,120,24,140,Evacuate,Stay,without
11,predict,worse,12,120,16,140,Evacuate,Evacuate,with
11,predict,worse,12,120,8,140,Evacuate,Evacuate,without
12,predict,worse,12,120,16,150,Evacuate,Stay,with
12,predict,worse,12,120,8,140,Evacuate,Stay,without
12,predict,worse,12,120,16,155,Evacuate,Evacuate,with
12,predict,worse,12,120,24,140,Evacuate,Evacuate,without
13,predict,worse,15,120,16,140,Evacuate,Stay,with
13,predict,worse,15,120,24,160,Evacuate,Stay,without
13,predict,worse,15,120,20,130,Evacuate,Evacuate,with
13,predict,worse,15,120,16,140,Evacuate,Evacuate,without
14,predict,worse,12,105,16,140,Stay,Stay,with
14,predict,worse,12,105,24,140,Evacuate,Stay,without
14,predict,worse,12,105,16,140,Stay,Evacuate,with
14,predict,worse,12,105,24,130,Evacuate,Evacuate,without
15,predict,worse,16,120,12,140,Evacuate,Stay,with
15,predict,worse,16,120,16,140,Evacuate,Stay,without
15,predict,worse,16,120,16,140,Evacuate,Evacuate,with
15,predict,worse,16,120,24,150,Evacuate,Evacuate,without
11,predict,better,12,105,10,100,Evacuate,Stay,with
11,predict,better,12,105,6,100,Evacuate,Stay,without
11,predict,better,12,105,8,100,Evacuate,Evacuate,with
11,predict,better,12,105,5,110,Evacuate,Evacuate,without
12,predict,better,12,120,8,100,Evacuate,Stay,with
12,predict,better,12,120,8,100,Evacuate,Stay,without
12,predict,better,12,120,8,100,Evacuate,Evacuate,with
12,predict,better,12,120,6,100,Evacuate,Evacuate,without
13,predict,better,12,120,10,100,Evacuate,Stay,with
13,predict,better,12,120,8,100,Evacuate,Stay,without
13,predict,better,12,120,8,100,Evacuate,Evacuate,with
13,predict,better,12,120,10,100,Evacuate,Evacuate,without
14,predict,better,12,105,10,100,Stay,Stay,with
14,predict,better,12,105,6,100,Evacuate,Stay,without
14,predict,better,12,105,8,100,Stay,Evacuate,with
14,predict,better,12,105,6,100,Evacuate,Evacuate,without
15,predict,better,12,135,8,100,Stay,Stay,with
15,predict,better,12,135,2,100,Evacuate,Stay,without
15,predict,better,12,135,10,95,Stay,Evacuate,with
15,predict,better,12,135,8,100,Evacuate,Evacuate,without
11,predict,uncertainty,16,120,16,145,Evacuate,Stay,with
11,predict,uncertainty,16,120,14,140,Evacuate,Stay,without
11,predict,uncertainty,16,120,16,140,Evacuate,Evacuate,with
11,predict,uncertainty,16,120,16,145,Evacuate,Evacuate,without
12,predict,uncertainty,12,120,16,140,Evacuate.,Stay,with
12,predict,uncertainty,12,120,18,150,Evacuate,Stay,without
12,predict,uncertainty,12,120,16,145,Evacuate.,Evacuate,with
12,predict,uncertainty,12,120,16,140,Evacuate,Evacuate,without
13,predict,uncertainty,12,105,16,145,Evacuate,Stay,with
13,predict,uncertainty,12,105,18,145,Evacuate,Stay,without
13,predict,uncertainty,12,105,16,150,Evacuate,Evacuate,with
13,predict,uncertainty,12,105,18,145,Evacuate,Evacuate,without
14,predict,uncertainty,12,120,16,140,Stay,Stay,with
14,predict,uncertainty,12,120,16,145,Evacuate,Stay,without
14,predict,uncertainty,12,120,16,140,Stay,Evacuate,with
14,predict,uncertainty,12,120,16,145,Evacuate,Evacuate,without
15,predict,uncertainty,16,120,16,140,Evacuate,Stay,with
15,predict,uncertainty,16,120,18,145,Evacuate,Stay,without
15,predict,uncertainty,16,120,16,145,Evacuate,Evacuate,with
15,predict,uncertainty,16,120,18,145,Evacuate,Evacuate,without
11,predict,utility,16,120,16,140,Evacuate,Stay,with
11,predict,utility,16,120,24,140,Evacuate,Stay,without
11,predict,utility,16,120,16,140,Evacuate,Evacuate,with
11,predict,utility,16,120,16,140,Evacuate,Evacuate,without
12,predict,utility,12,120,16,140,Evacuate,Stay,with
12,predict,utility,12,120,24,150,Evacuate,Stay,without
12,predict,utility,12,120,24,150,Evacuate,Evacuate,with
12,predict,utility,12,120,24,140,Evacuate,Evacuate,without
13,predict,utility,12,110,16,150,Evacuate,Stay,with
13,predict,utility,12,110,16,140,Evacuate,Stay,without
13,predict,utility,12,110,16,150,Evacuate,Evacuate,with
13,predict,utility,12,110,16,140,Evacuate,Evacuate,without
14,predict,utility,12,120,24,140,Evacuate,Stay,with
14,predict,utility,12,120,24,160,Evacuate,Stay,without
14,predict,utility,12,120,24,140,Evacuate,Evacuate,with
14,predict,utility,12,120,24,160,Evacuate,Evacuate,without
15,predict,utility,16,135,24,150,Evacuate,Stay,with
15,predict,utility,16,135,16,140,Evacuate,Stay,without
15,predict,utility,16,135,16,140,Evacuate,Evacuate,with
15,predict,utility,16,135,24,160,Evacuate,Evacuate,without
