perspective,item,Blender_1,Blender_2,Coffee maker_1,Coffee maker_2,Desk lamp_1,Desk lamp_2,Kettle_1,Kettle_2,Photo Frame_1,Photo Frame_2,Radio_1,Radio_2,Sandwich maker_1,Sandwich maker_2,Sleeping bag_1,Sleeping bag_2,Table Fan_1,Table Fan_2,Toaster_1,Toaster_2,choices_1,choices_2,choices_diff,decision,forced_decision,prior,Chicken wings_1,Chicken wings_2,French fries_1,French fries_2,Fried chicken_1,Fried chicken_2,Grilled Cheeses_1,Grilled Cheeses_2,Hamburgers_1,Hamburgers_2,Mashed potatoes_1,Mashed potatoes_2,Pasta_1,Pasta_2,Pizza_1,Pizza_2,Salad_1,Salad_2,Sushi_1,Sushi_2,Apple_1,Apple_2,Banana_1,Banana_2,Cherry_1,Cherry_2,Kiwi_1,Kiwi_2,Mango_1,Mango_2,Orange_1,Orange_2,Papaya_1,Papaya_2,Pineapple_1,Pineapple_2,Strawberry_1,Strawberry_2,Watermelon_1,Watermelon_2
self,object,10.0,10.0,9.0,9.0,7.0,7.0,8.0,8.0,6.0,6.0,5.0,5.0,4.0,4.0,3.0,3.0,2.0,2.0,1.0,1.0,Kettle,Desk lamp,1,Desk lamp,Desk lamp,with,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
self,object,10.0,8.0,9.0,9.0,7.0,10.0,8.0,7.0,6.0,6.0,5.0,5.0,4.0,6.0,3.0,4.0,2.0,5.0,1.0,8.0,Kettle,Desk lamp,1,Kettle,Desk lamp,without,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
self,object,10.0,10.0,9.0,9.0,7.0,7.0,8.0,8.0,6.0,6.0,5.0,5.0,4.0,4.0,3.0,3.0,2.0,2.0,1.0,1.0,Coffee maker,Toaster,8,Coffee maker,Coffee maker,with,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
self,object,10.0,10.0,9.0,10.0,7.0,7.0,8.0,8.0,6.0,5.0,5.0,6.0,4.0,7.0,3.0,8.0,2.0,9.0,1.0,9.0,Coffee maker,Toaster,8,Coffee maker. I enjoy a good cup of coffee to start my day.,Coffee maker,without,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
self,object,10.0,10.0,9.0,9.0,7.0,7.0,8.0,8.0,6.0,6.0,5.0,5.0,4.0,4.0,3.0,3.0,2.0,2.0,1.0,1.0,Coffee maker,Toaster,8,Coffee maker,Toaster,with,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
self,object,10.0,10.0,9.0,9.0,7.0,7.0,8.0,8.0,6.0,6.0,5.0,5.0,4.0,8.0,3.0,4.0,2.0,6.0,1.0,10.0,Coffee maker,Toaster,8,Coffee maker. I enjoy a good cup of coffee to start my day.,Toaster,without,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
self,object,10.0,10.0,9.0,9.0,7.0,7.0,8.0,8.0,6.0,6.0,5.0,5.0,4.0,4.0,3.0,3.0,2.0,2.0,1.0,1.0,Kettle,Toaster,7,Kettle,Kettle,with,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
self,object,10.0,10.0,9.0,10.0,7.0,8.0,8.0,9.0,6.0,7.0,5.0,6.0,4.0,7.0,3.0,5.0,2.0,8.0,1.0,9.0,Kettle,Toaster,7,Toaster,Kettle,without,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
self,object,10.0,10.0,9.0,9.0,7.0,7.0,8.0,8.0,6.0,6.0,5.0,5.0,4.0,4.0,3.0,3.0,2.0,2.0,1.0,0.0,Kettle,Toaster,7,Kettle,Toaster,with,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
self,object,10.0,10.0,9.0,10.0,7.0,8.0,8.0,8.0,6.0,9.0,5.0,7.0,4.0,8.0,3.0,6.0,2.0,9.0,1.0,10.0,Kettle,Toaster,7,Toaster,Toaster,without,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
self,object,10.0,10.0,9.0,9.0,7.0,7.0,8.0,8.0,6.0,6.0,5.0,5.0,4.0,4.0,3.0,3.0,2.0,2.0,1.0,1.0,Coffee maker,Table Fan,7,Table Fan,Coffee maker,with,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
self,object,10.0,10.0,9.0,10.0,7.0,7.0,8.0,8.0,6.0,5.0,5.0,6.0,4.0,7.0,3.0,8.0,2.0,9.0,1.0,8.0,Coffee maker,Table Fan,7,Coffee maker,Coffee maker,without,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
self,object,10.0,10.0,9.0,9.0,7.0,7.0,8.0,8.0,6.0,6.0,5.0,5.0,4.0,4.0,3.0,3.0,2.0,3.0,1.0,1.0,Coffee maker,Table Fan,7,Table Fan,Table Fan,with,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
self,object,10.0,10.0,9.0,9.0,7.0,8.0,8.0,8.0,6.0,7.0,5.0,6.0,4.0,7.0,3.0,5.0,2.0,10.0,1.0,8.0,Coffee maker,Table Fan,7,Coffee maker,Table Fan,without,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
self,object,10.0,10.0,9.0,9.0,7.0,7.0,8.0,8.0,6.0,6.0,5.0,5.0,4.0,4.0,3.0,3.0,2.0,10.0,1.0,2.0,Kettle,Table Fan,6,Table Fan,Kettle,with,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
self,object,10.0,10.0,9.0,8.0,7.0,7.0,8.0,9.0,6.0,6.0,5.0,5.0,4.0,6.0,3.0,8.0,2.0,8.0,1.0,7.0,Kettle,Table Fan,6,Kettle,Kettle,without,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
self,object,10.0,10.0,9.0,9.0,7.0,7.0,8.0,8.0,6.0,6.0,5.0,5.0,4.0,4.0,3.0,3.0,2.0,10.0,1.0,2.0,Kettle,Table Fan,6,Table Fan,Table Fan,with,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
self,object,10.0,0.0,9.0,7.0,7.0,5.0,8.0,2.0,6.0,8.0,5.0,3.0,4.0,6.0,3.0,9.0,2.0,10.0,1.0,4.0,Kettle,Table Fan,6,Kettle,Table Fan,without,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
self,object,10.0,10.0,9.0,9.0,7.0,7.0,8.0,8.0,6.0,6.0,5.0,5.0,4.0,4.0,3.0,3.0,2.0,2.0,1.0,1.0,Desk lamp,Toaster,6,Desk lamp,Desk lamp,with,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
self,object,10.0,10.0,9.0,10.0,7.0,8.0,8.0,8.0,6.0,7.0,5.0,6.0,4.0,7.0,3.0,5.0,2.0,6.0,1.0,9.0,Desk lamp,Toaster,6,Desk lamp.,Desk lamp,without,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
self,object,10.0,10.0,9.0,9.0,7.0,7.0,8.0,8.0,6.0,6.0,5.0,5.0,4.0,4.0,3.0,3.0,2.0,2.0,1.0,0.0,Desk lamp,Toaster,6,Desk lamp,Toaster,with,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
self,object,10.0,10.0,9.0,10.0,7.0,7.0,8.0,8.0,6.0,5.0,5.0,6.0,4.0,8.0,3.0,5.0,2.0,7.0,1.0,10.0,Desk lamp,Toaster,6,Desk lamp.,Toaster,without,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
self,food,,,,,,,,,,,,,,,,,,,,,Hamburgers,Fried chicken,0,Fried chicken,Hamburgers,with,10.0,10.0,9.0,9.0,8.0,8.0,7.0,7.0,8.0,8.0,7.0,7.0,9.0,9.0,10.0,10.0,5.0,5.0,6.0,6.0,,,,,,,,,,,,,,,,,,,,
self,food,,,,,,,,,,,,,,,,,,,,,Hamburgers,Fried chicken,0,Hamburgers,Hamburgers,without,10.0,10.0,9.0,9.0,8.0,8.0,7.0,7.0,8.0,10.0,7.0,6.0,9.0,8.0,10.0,9.0,5.0,5.0,6.0,7.0,,,,,,,,,,,,,,,,,,,,
self,food,,,,,,,,,,,,,,,,,,,,,Hamburgers,Fried chicken,0,Fried chicken,Fried chicken,with,10.0,10.0,9.0,9.0,8.0,8.0,7.0,7.0,8.0,8.0,7.0,7.0,9.0,9.0,10.0,10.0,5.0,5.0,6.0,6.0,,,,,,,,,,,,,,,,,,,,
self,food,,,,,,,,,,,,,,,,,,,,,Hamburgers,Fried chicken,0,Hamburgers,Fried chicken,without,10.0,10.0,9.0,9.0,8.0,10.0,7.0,8.0,8.0,9.0,7.0,7.0,9.0,8.0,10.0,10.0,5.0,6.0,6.0,8.0,,,,,,,,,,,,,,,,,,,,
self,food,,,,,,,,,,,,,,,,,,,,,Mashed potatoes,Grilled Cheeses,0,Grilled Cheeses,Mashed potatoes,with,10.0,10.0,9.0,9.0,8.0,8.0,7.0,7.0,8.0,8.0,7.0,7.0,9.0,9.0,10.0,10.0,5.0,5.0,6.0,6.0,,,,,,,,,,,,,,,,,,,,
self,food,,,,,,,,,,,,,,,,,,,,,Mashed potatoes,Grilled Cheeses,0,Mashed potatoes,Mashed potatoes,without,10.0,8.0,9.0,9.0,8.0,10.0,7.0,7.0,8.0,8.0,7.0,9.0,9.0,8.0,10.0,9.0,5.0,5.0,6.0,7.0,,,,,,,,,,,,,,,,,,,,
self,food,,,,,,,,,,,,,,,,,,,,,Mashed potatoes,Grilled Cheeses,0,Grilled Cheeses,Grilled Cheeses,with,10.0,10.0,9.0,9.0,8.0,8.0,7.0,7.0,8.0,8.0,7.0,7.0,9.0,9.0,10.0,10.0,5.0,5.0,6.0,6.0,,,,,,,,,,,,,,,,,,,,
self,food,,,,,,,,,,,,,,,,,,,,,Mashed potatoes,Grilled Cheeses,0,Mashed potatoes,Grilled Cheeses,without,10.0,10.0,9.0,9.0,8.0,10.0,7.0,8.0,8.0,8.0,7.0,7.0,9.0,8.0,10.0,9.0,5.0,5.0,6.0,7.0,,,,,,,,,,,,,,,,,,,,
self,food,,,,,,,,,,,,,,,,,,,,,Pasta,French fries,0,French fries,Pasta,with,10.0,10.0,9.0,9.0,8.0,8.0,7.0,7.0,8.0,8.0,7.0,7.0,9.0,9.0,10.0,10.0,5.0,5.0,6.0,6.0,,,,,,,,,,,,,,,,,,,,
self,food,,,,,,,,,,,,,,,,,,,,,Pasta,French fries,0,Pasta,Pasta,without,10.0,10.0,9.0,9.0,8.0,10.0,7.0,8.0,8.0,9.0,7.0,8.0,9.0,10.0,10.0,9.0,5.0,5.0,6.0,7.0,,,,,,,,,,,,,,,,,,,,
self,food,,,,,,,,,,,,,,,,,,,,,Pasta,French fries,0,French fries,French fries,with,10.0,10.0,9.0,9.0,8.0,8.0,7.0,7.0,8.0,8.0,7.0,7.0,9.0,9.0,10.0,10.0,5.0,5.0,6.0,6.0,,,,,,,,,,,,,,,,,,,,
self,food,,,,,,,,,,,,,,,,,,,,,Pasta,French fries,0,Pasta,French fries,without,10.0,10.0,9.0,9.0,8.0,8.0,7.0,7.0,8.0,7.0,7.0,6.0,9.0,8.0,10.0,9.0,5.0,5.0,6.0,8.0,,,,,,,,,,,,,,,,,,,,
self,food,,,,,,,,,,,,,,,,,,,,,French fries,Fried chicken,1,Fried chicken,French fries,with,10.0,10.0,9.0,9.0,8.0,8.0,7.0,7.0,8.0,8.0,7.0,7.0,9.0,9.0,10.0,10.0,5.0,5.0,6.0,6.0,,,,,,,,,,,,,,,,,,,,
self,food,,,,,,,,,,,,,,,,,,,,,French fries,Fried chicken,1,Fried chicken,French fries,without,10.0,10.0,9.0,9.0,8.0,8.0,7.0,7.0,8.0,8.0,7.0,7.0,9.0,8.0,10.0,9.0,5.0,6.0,6.0,8.0,,,,,,,,,,,,,,,,,,,,
self,food,,,,,,,,,,,,,,,,,,,,,French fries,Fried chicken,1,Fried chicken,Fried chicken,with,10.0,10.0,9.0,9.0,8.0,8.0,7.0,7.0,8.0,8.0,7.0,7.0,9.0,9.0,10.0,10.0,5.0,5.0,6.0,6.0,,,,,,,,,,,,,,,,,,,,
self,food,,,,,,,,,,,,,,,,,,,,,French fries,Fried chicken,1,Fried chicken,Fried chicken,without,10.0,10.0,9.0,9.0,8.0,10.0,7.0,8.0,8.0,9.0,7.0,7.0,9.0,8.0,10.0,10.0,5.0,5.0,6.0,8.0,,,,,,,,,,,,,,,,,,,,
self,food,,,,,,,,,,,,,,,,,,,,,French fries,Hamburgers,1,Hamburgers,French fries,with,10.0,10.0,9.0,9.0,8.0,8.0,7.0,7.0,8.0,8.0,7.0,7.0,9.0,9.0,10.0,10.0,5.0,5.0,6.0,6.0,,,,,,,,,,,,,,,,,,,,
self,food,,,,,,,,,,,,,,,,,,,,,French fries,Hamburgers,1,Hamburgers.,French fries,without,10.0,10.0,9.0,9.0,8.0,8.0,7.0,7.0,8.0,7.0,7.0,6.0,9.0,8.0,10.0,10.0,5.0,5.0,6.0,8.0,,,,,,,,,,,,,,,,,,,,
self,food,,,,,,,,,,,,,,,,,,,,,French fries,Hamburgers,1,Hamburgers,Hamburgers,with,10.0,10.0,9.0,9.0,8.0,8.0,7.0,7.0,8.0,8.0,7.0,7.0,9.0,9.0,10.0,10.0,5.0,5.0,6.0,6.0,,,,,,,,,,,,,,,,,,,,
self,food,,,,,,,,,,,,,,,,,,,,,French fries,Hamburgers,1,Hamburgers.,Hamburgers,without,10.0,10.0,9.0,9.0,8.0,10.0,7.0,8.0,8.0,10.0,7.0,7.0,9.0,9.0,10.0,10.0,5.0,5.0,6.0,8.0,,,,,,,,,,,,,,,,,,,,
self,food,,,,,,,,,,,,,,,,,,,,,Pasta,Salad,4,Pasta,Pasta,with,10.0,10.0,9.0,9.0,8.0,8.0,7.0,7.0,8.0,8.0,7.0,7.0,9.0,9.0,10.0,10.0,5.0,5.0,6.0,6.0,,,,,,,,,,,,,,,,,,,,
self,food,,,,,,,,,,,,,,,,,,,,,Pasta,Salad,4,Pasta,Pasta,without,10.0,10.0,9.0,9.0,8.0,10.0,7.0,8.0,8.0,9.0,7.0,8.0,9.0,10.0,10.0,10.0,5.0,7.0,6.0,8.0,,,,,,,,,,,,,,,,,,,,
self,food,,,,,,,,,,,,,,,,,,,,,Pasta,Salad,4,Pasta,Salad,with,10.0,10.0,9.0,9.0,8.0,8.0,7.0,7.0,8.0,8.0,7.0,7.0,9.0,9.0,10.0,10.0,5.0,5.0,6.0,6.0,,,,,,,,,,,,,,,,,,,,
self,food,,,,,,,,,,,,,,,,,,,,,Pasta,Salad,4,Pasta,Salad,without,10.0,10.0,9.0,9.0,8.0,10.0,7.0,8.0,8.0,9.0,7.0,8.0,9.0,7.0,10.0,8.0,5.0,10.0,6.0,9.0,,,,,,,,,,,,,,,,,,,,
self,food,,,,,,,,,,,,,,,,,,,,,French fries,Salad,4,French fries,French fries,with,10.0,10.0,9.0,9.0,8.0,8.0,7.0,7.0,8.0,8.0,7.0,7.0,9.0,9.0,10.0,10.0,5.0,5.0,6.0,6.0,,,,,,,,,,,,,,,,,,,,
self,food,,,,,,,,,,,,,,,,,,,,,French fries,Salad,4,Salad,French fries,without,10.0,10.0,9.0,9.0,8.0,8.0,7.0,7.0,8.0,7.0,7.0,6.0,9.0,6.0,10.0,8.0,5.0,5.0,6.0,9.0,,,,,,,,,,,,,,,,,,,,
self,food,,,,,,,,,,,,,,,,,,,,,French fries,Salad,4,French fries,Salad,with,10.0,10.0,9.0,9.0,8.0,8.0,7.0,7.0,8.0,8.0,7.0,7.0,9.0,9.0,10.0,10.0,5.0,5.0,6.0,6.0,,,,,,,,,,,,,,,,,,,,
self,food,,,,,,,,,,,,,,,,,,,,,French fries,Salad,4,Salad,Salad,without,10.0,10.0,9.0,8.0,8.0,9.0,7.0,7.0,8.0,9.0,7.0,7.0,9.0,8.0,10.0,10.0,5.0,9.0,6.0,8.0,,,,,,,,,,,,,,,,,,,,
self,food,,,,,,,,,,,,,,,,,,,,,Pasta,Sushi,3,Sushi,Pasta,with,10.0,10.0,9.0,9.0,8.0,8.0,7.0,7.0,8.0,8.0,7.0,7.0,9.0,9.0,10.0,10.0,5.0,5.0,6.0,6.0,,,,,,,,,,,,,,,,,,,,
self,food,,,,,,,,,,,,,,,,,,,,,Pasta,Sushi,3,Pasta,Pasta,without,10.0,10.0,9.0,9.0,8.0,10.0,7.0,8.0,8.0,9.0,7.0,8.0,9.0,9.0,10.0,8.0,5.0,6.0,6.0,7.0,,,,,,,,,,,,,,,,,,,,
self,food,,,,,,,,,,,,,,,,,,,,,Pasta,Sushi,3,Sushi,Sushi,with,10.0,10.0,9.0,9.0,8.0,8.0,7.0,7.0,8.0,8.0,7.0,7.0,9.0,9.0,10.0,10.0,5.0,5.0,6.0,6.0,,,,,,,,,,,,,,,,,,,,
self,food,,,,,,,,,,,,,,,,,,,,,Pasta,Sushi,3,Pasta,Sushi,without,10.0,10.0,9.0,9.0,8.0,10.0,7.0,8.0,8.0,9.0,7.0,8.0,9.0,8.0,10.0,9.0,5.0,6.0,6.0,10.0,,,,,,,,,,,,,,,,,,,,
self,food,,,,,,,,,,,,,,,,,,,,,Hamburgers,Salad,3,Hamburgers,Hamburgers,with,10.0,10.0,9.0,9.0,8.0,8.0,7.0,7.0,8.0,8.0,7.0,7.0,9.0,9.0,10.0,10.0,5.0,5.0,6.0,6.0,,,,,,,,,,,,,,,,,,,,
self,food,,,,,,,,,,,,,,,,,,,,,Hamburgers,Salad,3,Hamburgers,Hamburgers,without,10.0,10.0,9.0,9.0,8.0,10.0,7.0,8.0,8.0,9.0,7.0,7.0,9.0,8.0,10.0,10.0,5.0,6.0,6.0,8.0,,,,,,,,,,,,,,,,,,,,
self,food,,,,,,,,,,,,,,,,,,,,,Hamburgers,Salad,3,Hamburgers,Salad,with,10.0,10.0,9.0,9.0,8.0,8.0,7.0,7.0,8.0,8.0,7.0,7.0,9.0,9.0,10.0,10.0,5.0,5.0,6.0,6.0,,,,,,,,,,,,,,,,,,,,
self,food,,,,,,,,,,,,,,,,,,,,,Hamburgers,Salad,3,Hamburgers,Salad,without,10.0,10.0,9.0,9.0,8.0,10.0,7.0,8.0,8.0,7.0,7.0,8.0,9.0,9.0,10.0,10.0,5.0,8.0,6.0,9.0,,,,,,,,,,,,,,,,,,,,
self,food,,,,,,,,,,,,,,,,,,,,,Fried chicken,Salad,3,Fried chicken,Fried chicken,with,10.0,10.0,9.0,9.0,8.0,8.0,7.0,7.0,8.0,8.0,7.0,7.0,9.0,9.0,10.0,10.0,5.0,5.0,6.0,6.0,,,,,,,,,,,,,,,,,,,,
self,food,,,,,,,,,,,,,,,,,,,,,Fried chicken,Salad,3,Fried chicken,Fried chicken,without,10.0,10.0,9.0,9.0,8.0,8.0,7.0,7.0,8.0,8.0,7.0,7.0,9.0,9.0,10.0,10.0,5.0,5.0,6.0,6.0,,,,,,,,,,,,,,,,,,,,
self,food,,,,,,,,,,,,,,,,,,,,,Fried chicken,Salad,3,Fried chicken,Salad,with,10.0,10.0,9.0,9.0,8.0,8.0,7.0,7.0,8.0,8.0,7.0,7.0,9.0,9.0,10.0,10.0,5.0,5.0,6.0,6.0,,,,,,,,,,,,,,,,,,,,
self,food,,,,,,,,,,,,,,,,,,,,,Fried chicken,Salad,3,Fried chicken,Salad,without,10.0,10.0,9.0,9.0,8.0,8.0,7.0,7.0,8.0,8.0,7.0,7.0,9.0,9.0,10.0,10.0,5.0,6.0,6.0,8.0,,,,,,,,,,,,,,,,,,,,
self,fruit,,,,,,,,,,,,,,,,,,,,,Orange,Cherry,0,Cherry,Orange,with,,,,,,,,,,,,,,,,,,,,,10.0,10.0,9.0,9.0,8.0,8.0,7.0,7.0,10.0,10.0,8.0,8.0,7.0,7.0,8.0,8.0,10.0,10.0,10.0,10.0
self,fruit,,,,,,,,,,,,,,,,,,,,,Orange,Cherry,0,Orange,Orange,without,,,,,,,,,,,,,,,,,,,,,10.0,10.0,9.0,8.0,8.0,7.0,7.0,6.0,10.0,9.0,8.0,10.0,7.0,5.0,8.0,8.0,10.0,9.0,10.0,10.0
self,fruit,,,,,,,,,,,,,,,,,,,,,Orange,Cherry,0,Cherry,Cherry,with,,,,,,,,,,,,,,,,,,,,,10.0,10.0,9.0,9.0,8.0,8.0,7.0,7.0,10.0,10.0,8.0,8.0,7.0,7.0,8.0,8.0,10.0,10.0,10.0,10.0
self,fruit,,,,,,,,,,,,,,,,,,,,,Orange,Cherry,0,Orange,Cherry,without,,,,,,,,,,,,,,,,,,,,,10.0,10.0,9.0,8.0,8.0,9.0,7.0,7.0,10.0,9.0,8.0,6.0,7.0,7.0,8.0,8.0,10.0,10.0,10.0,9.0
self,fruit,,,,,,,,,,,,,,,,,,,,,Papaya,Kiwi,0,Kiwi,Papaya,with,,,,,,,,,,,,,,,,,,,,,10.0,10.0,9.0,9.0,8.0,8.0,7.0,7.0,10.0,10.0,8.0,8.0,7.0,9.0,8.0,8.0,10.0,10.0,10.0,10.0
self,fruit,,,,,,,,,,,,,,,,,,,,,Papaya,Kiwi,0,Kiwi,Papaya,without,,,,,,,,,,,,,,,,,,,,,10.0,10.0,9.0,8.0,8.0,7.0,7.0,9.0,10.0,10.0,8.0,8.0,7.0,7.0,8.0,8.0,10.0,10.0,10.0,9.0
self,fruit,,,,,,,,,,,,,,,,,,,,,Papaya,Kiwi,0,Kiwi,Kiwi,with,,,,,,,,,,,,,,,,,,,,,10.0,10.0,9.0,9.0,8.0,8.0,7.0,10.0,10.0,10.0,8.0,8.0,7.0,7.0,8.0,8.0,10.0,10.0,10.0,10.0
self,fruit,,,,,,,,,,,,,,,,,,,,,Papaya,Kiwi,0,Kiwi,Kiwi,without,,,,,,,,,,,,,,,,,,,,,10.0,10.0,9.0,8.0,8.0,7.0,7.0,9.0,10.0,10.0,8.0,8.0,7.0,6.0,8.0,8.0,10.0,10.0,10.0,9.0
self,fruit,,,,,,,,,,,,,,,,,,,,,Pineapple,Cherry,0,Cherry,Pineapple,with,,,,,,,,,,,,,,,,,,,,,10.0,10.0,9.0,9.0,8.0,8.0,7.0,7.0,10.0,10.0,8.0,8.0,7.0,7.0,8.0,8.0,10.0,10.0,10.0,10.0
self,fruit,,,,,,,,,,,,,,,,,,,,,Pineapple,Cherry,0,Pineapple,Pineapple,without,,,,,,,,,,,,,,,,,,,,,10.0,10.0,9.0,8.0,8.0,7.0,7.0,6.0,10.0,9.0,8.0,8.0,7.0,5.0,8.0,10.0,10.0,9.0,10.0,9.0
self,fruit,,,,,,,,,,,,,,,,,,,,,Pineapple,Cherry,0,Cherry,Cherry,with,,,,,,,,,,,,,,,,,,,,,10.0,10.0,9.0,9.0,8.0,8.0,7.0,7.0,10.0,10.0,8.0,8.0,7.0,7.0,8.0,8.0,10.0,10.0,10.0,10.0
self,fruit,,,,,,,,,,,,,,,,,,,,,Pineapple,Cherry,0,Pineapple,Cherry,without,,,,,,,,,,,,,,,,,,,,,10.0,10.0,9.0,8.0,8.0,9.0,7.0,7.0,10.0,9.0,8.0,8.0,7.0,6.0,8.0,7.0,10.0,10.0,10.0,9.0
