n,perspective,condition,flood_1,wind_1,flood_2,wind_2,decision,forced_decision,prior
9,self,worse,12,120,16,140,Evacuate,Evacuate,with
9,self,worse,12,120,16,140,Evacuate,Evacuate,without
10,self,worse,12,120,16,140,Evacuate,Stay,with
10,self,worse,12,120,18,145,Evacuate,Stay,without
10,self,worse,12,120,16,140,Evacuate,Evacuate,with
10,self,worse,12,120,18,145,Evacuate,Evacuate,without
0,self,better,12,120,8,100,Evacuate,Stay,with
0,self,better,12,120,8,100,Evacuate,Stay,without
0,self,better,12,120,8,100,Evacuate,Evacuate,with
0,self,better,12,120,8,100,Evacuate,Evacuate,without
1,self,better,12,120,8,100,Evacuate,Stay,with
1,self,better,12,120,8,100,Evacuate,Stay,without
1,self,better,12,120,8,100,Evacuate,Evacuate,with
1,self,better,12,120,8,100,Evacuate,Evacuate,without
2,self,better,12,120,8,100,Evacuate,Stay,with
2,self,better,12,120,8,100,Evacuate,Stay,without
2,self,better,12,120,8,100,Evacuate,Evacuate,with
2,self,better,12,120,8,100,Evacuate,Evacuate,without
3,self,better,12,120,8,100,Evacuate,Stay,with
3,self,better,12,120,8,100,Evacuate,Stay,without
3,self,better,12,120,8,100,Evacuate,Evacuate,with
3,self,better,12,120,8,100,Evacuate,Evacuate,without
4,self,better,12,120,8,100,Evacuate,Stay,with
4,self,better,12,120,8,100,Evacuate,Stay,without
4,self,better,12,120,8,100,Evacuate,Evacuate,with
4,self,better,12,120,8,100,Evacuate,Evacuate,without
5,self,better,12,120,8,100,Evacuate,Stay,with
5,self,better,12,120,8,100,Evacuate,Stay,without
5,self,better,12,120,8,100,Evacuate,Evacuate,with
5,self,better,12,120,8,100,Evacuate,Evacuate,without
6,self,better,12,120,8,100,Evacuate,Stay,with
6,self,better,12,120,8,100,Evacuate,Stay,without
6,self,better,12,120,8,100,Evacuate,Evacuate,with
6,self,better,12,120,8,100,Evacuate,Evacuate,without
7,self,better,12,120,8,100,Evacuate,Stay,with
7,self,better,12,120,8,100,Evacuate,Stay,without
7,self,better,12,120,8,100,Evacuate,Evacuate,with
7,self,better,12,120,8,100,Evacuate,Evacuate,without
8,self,better,12,120,8,100,Evacuate,Stay,with
8,self,better,12,120,8,100,Evacuate,Stay,without
8,self,better,12,120,8,100,Evacuate,Evacuate,with
8,self,better,12,120,8,100,Evacuate,Evacuate,without
9,self,better,12,120,8,100,Evacuate,Stay,with
9,self,better,12,120,8,100,Evacuate,Stay,without
9,self,better,12,120,8,100,Evacuate,Evacuate,with
9,self,better,12,120,8,100,Evacuate,Evacuate,without
10,self,better,12,120,8,100,Evacuate,Stay,with
10,self,better,12,120,8,100,Evacuate,Stay,without
10,self,better,12,120,8,100,Evacuate,Evacuate,with
10,self,better,12,120,6,100,Evacuate,Evacuate,without
0,self,uncertainty,12,120,16,140,Evacuate,Stay,with
0,self,uncertainty,12,120,16,140,Evacuate,Stay,without
0,self,uncertainty,12,120,16,140,Evacuate,Evacuate,with
0,self,uncertainty,12,120,16,140,Evacuate,Evacuate,without
1,self,uncertainty,12,120,16,140,Evacuate,Stay,with
1,self,uncertainty,12,120,16,140,Evacuate,Stay,without
1,self,uncertainty,12,120,16,140,Evacuate,Evacuate,with
1,self,uncertainty,12,120,16,140,Evacuate,Evacuate,without
2,self,uncertainty,12,120,16,140,Evacuate,Stay,with
2,self,uncertainty,12,120,16,140,Evacuate,Stay,without
2,self,uncertainty,12,120,16,140,Evacuate,Evacuate,with
2,self,uncertainty,12,120,16,140,Evacuate,Evacuate,without
3,self,uncertainty,12,120,16,140,Evacuate,Stay,with
3,self,uncertainty,12,120,16,140,Evacuate,Stay,without
3,self,uncertainty,12,120,16,140,Evacuate,Evacuate,with
3,self,uncertainty,12,120,16,140,Evacuate,Evacuate,without
4,self,uncertainty,12,120,16,140,Evacuate,Stay,with
4,self,uncertainty,12,120,16,140,Evacuate,Stay,without
4,self,uncertainty,12,120,16,140,Evacuate,Evacuate,with
4,self,uncertainty,12,120,16,140,Evacuate,Evacuate,without
5,self,uncertainty,12,120,16,140,Evacuate,Stay,with
5,self,uncertainty,12,120,16,140,Evacuate,Stay,without
5,self,uncertainty,12,120,16,140,Evacuate,Evacuate,with
5,self,uncertainty,12,120,16,140,Evacuate,Evacuate,without
6,self,uncertainty,12,120,16,140,Evacuate,Stay,with
6,self,uncertainty,12,120,16,140,Evacuate,Stay,without
6,self,uncertainty,12,120,16,140,Evacuate,Evacuate,with
6,self,uncertainty,12,120,16,140,Evacuate,Evacuate,without
7,self,uncertainty,12,120,16,140,Evacuate,Stay,with
7,self,uncertainty,12,120,16,140,Evacuate,Stay,without
7,self,uncertainty,12,120,16,140,Evacuate,Evacuate,with
7,self,uncertainty,12,120,16,140,Evacuate,Evacuate,without
8,self,uncertainty,12,120,16,140,Evacuate,Stay,with
8,self,uncertainty,12,120,16,140,Evacuate,Stay,without
8,self,uncertainty,12,120,16,140,Evacuate,Evacuate,with
8,self,uncertainty,12,120,16,140,Evacuate,Evacuate,without
9,self,uncertainty,12,120,16,140,Evacuate,Stay,with
9,self,uncertainty,12,120,16,140,Evacuate,Stay,without
9,self,uncertainty,12,120,16,140,Evacuate,Evacuate,with
9,self,uncertainty,12,120,16,140,Evacuate,Evacuate,without
10,self,uncertainty,12,120,16,140,Evacuate,Stay,with
10,self,uncertainty,12,120,16,140,Evacuate,Stay,without
10,self,uncertainty,12,120,16,140,Evacuate,Evacuate,with
10,self,uncertainty,12,120,16,140,Evacuate,Evacuate,without
0,self,utility,12,120,16,140,Evacuate,Stay,with
0,self,utility,12,120,16,140,Evacuate,Stay,without
0,self,utility,12,120,16,140,Evacuate,Evacuate,with
0,self,utility,12,120,16,140,Evacuate,Evacuate,without
1,self,utility,12,120,16,140,Evacuate,Stay,with
1,self,utility,12,120,16,140,Evacuate,Stay,without
1,self,utility,12,120,16,140,Evacuate,Evacuate,with
1,self,utility,12,120,16,140,Evacuate,Evacuate,without
2,self,utility,12,120,16,140,Evacuate,Stay,with
2,self,utility,12,120,16,140,Evacuate,Stay,without
2,self,utility,12,120,16,140,Evacuate,Evacuate,with
2,self,utility,12,120,16,140,Evacuate,Evacuate,without
3,self,utility,12,120,16,140,Evacuate,Stay,with
3,self,utility,12,120,16,140,Evacuate,Stay,without
3,self,utility,12,120,16,140,Evacuate,Evacuate,with
3,self,utility,12,120,16,140,Evacuate,Evacuate,without
4,self,utility,12,120,16,140,Evacuate,Stay,with
4,self,utility,12,120,16,140,Evacuate,Stay,without
4,self,utility,12,120,16,140,Evacuate,Evacuate,with
4,self,utility,12,120,16,140,Evacuate,Evacuate,without
5,self,utility,12,120,16,140,Evacuate,Stay,with
5,self,utility,12,120,16,140,Evacuate,Stay,without
5,self,utility,12,120,16,140,Evacuate,Evacuate,with
5,self,utility,12,120,16,140,Evacuate,Evacuate,without
6,self,utility,12,120,16,140,Evacuate,Stay,with
6,self,utility,12,120,16,140,Evacuate,Stay,without
6,self,utility,12,120,16,140,Evacuate,Evacuate,with
6,self,utility,12,120,16,140,Evacuate,Evacuate,without
7,self,utility,12,120,16,140,Evacuate,Stay,with
7,self,utility,12,120,16,140,Evacuate,Stay,without
7,self,utility,12,120,16,140,Evacuate,Evacuate,with
7,self,utility,12,120,16,140,Evacuate,Evacuate,without
8,self,utility,12,120,16,140,Evacuate,Stay,with
8,self,utility,12,120,16,140,Evacuate,Stay,without
8,self,utility,12,120,16,140,Evacuate,Evacuate,with
8,self,utility,12,120,16,140,Evacuate,Evacuate,without
9,self,utility,12,120,16,140,Evacuate,Stay,with
9,self,utility,12,120,16,140,Evacuate,Stay,without
9,self,utility,12,120,16,140,Evacuate,Evacuate,with
9,self,utility,12,120,16,140,Evacuate,Evacuate,without
10,self,utility,12,120,16,140,Evacuate,Stay,with
10,self,utility,12,120,16,140,Evacuate,Stay,without
10,self,utility,12,120,16,140,Evacuate,Evacuate,with
10,self,utility,12,120,16,140,Evacuate,Evacuate,without
0,roleplay,worse,12,120,16,140,Evacuate,Stay,with
0,roleplay,worse,12,120,18,145,Evacuate,Stay,without
0,roleplay,worse,12,120,16,140,Evacuate,Evacuate,with
0,roleplay,worse,12,120,18,145,Evacuate,Evacuate,without
1,roleplay,worse,12,120,16,140,Evacuate,Stay,with
1,roleplay,worse,12,120,18,145,Evacuate,Stay,without
1,roleplay,worse,12,120,16,140,Evacuate,Evacuate,with
1,roleplay,worse,12,120,18,145,Evacuate,Evacuate,without
2,roleplay,worse,12,120,16,140,Evacuate,Stay,with
2,roleplay,worse,12,120,18,145,Evacuate,Stay,without
2,roleplay,worse,12,120,16,140,Evacuate,Evacuate,with
2,roleplay,worse,12,120,18,145,Evacuate,Evacuate,without
3,roleplay,worse,12,120,16,140,Evacuate,Stay,with
3,roleplay,worse,12,120,18,145,Evacuate,Stay,without
3,roleplay,worse,12,120,16,140,Evacuate,Evacuate,with
3,roleplay,worse,12,120,18,145,Evacuate,Evacuate,without
4,roleplay,worse,12,120,16,140,Evacuate,Stay,with
4,roleplay,worse,12,120,18,145,Evacuate,Stay,without
4,roleplay,worse,12,120,16,140,Evacuate,Evacuate,with
4,roleplay,worse,12,120,18,145,Evacuate,Evacuate,without
5,roleplay,worse,14,125,18,145,Evacuate,Stay,with
5,roleplay,worse,14,125,16,140,Evacuate,Stay,without
5,roleplay,worse,14,125,18,145,Evacuate,Evacuate,with
5,roleplay,worse,14,125,20,140,Evacuate,Evacuate,without
6,roleplay,worse,12,120,16,140,Evacuate,Stay,with
6,roleplay,worse,12,120,18,140,Evacuate,Stay,without
6,roleplay,worse,12,120,16,140,Evacuate,Evacuate,with
6,roleplay,worse,12,120,18,145,Evacuate,Evacuate,without
7,roleplay,worse,14,135,18,155,Evacuate,Stay,with
7,roleplay,worse,14,135,18,145,Evacuate,Stay,without
7,roleplay,worse,14,135,18,155,Evacuate,Evacuate,with
7,roleplay,worse,14,135,18,145,Evacuate,Evacuate,without
8,roleplay,worse,14,125,18,145,Evacuate,Stay,with
8,roleplay,worse,14,125,18,145,Evacuate,Stay,without
8,roleplay,worse,14,125,18,145,Evacuate,Evacuate,with
8,roleplay,worse,14,125,20,150,Evacuate,Evacuate,without
9,roleplay,worse,12,120,16,140,Evacuate,Stay,with
9,roleplay,worse,12,120,16,140,Evacuate,Stay,without
9,roleplay,worse,12,120,16,140,Evacuate,Evacuate,with
9,roleplay,worse,12,120,18,145,Evacuate,Evacuate,without
10,roleplay,worse,12,120,16,140,Evacuate,Stay,with
10,roleplay,worse,12,120,18,145,Evacuate,Stay,without
10,roleplay,worse,12,120,16,140,Evacuate,Evacuate,with
10,roleplay,worse,12,120,18,145,Evacuate,Evacuate,without
0,roleplay,better,12,120,8,100,Evacuate,Stay,with
0,roleplay,better,12,120,8,100,Evacuate,Stay,without
0,roleplay,better,12,120,8,100,Evacuate,Evacuate,with
0,roleplay,better,12,120,8,100,Evacuate,Evacuate,without
1,roleplay,better,12,120,8,100,Evacuate,Stay,with
1,roleplay,better,12,120,8,100,Evacuate,Stay,without
1,roleplay,better,12,120,8,100,Evacuate,Evacuate,with
1,roleplay,better,12,120,8,100,Evacuate,Evacuate,without
2,roleplay,better,14,130,9,105,Evacuate,Stay,with
2,roleplay,better,14,130,8,100,Evacuate,Stay,without
2,roleplay,better,14,130,6,90,Evacuate,Evacuate,with
2,roleplay,better,14,130,8,100,Evacuate,Evacuate,without
3,roleplay,better,14,125,10,95,Evacuate,Stay,with
3,roleplay,better,14,125,6,95,Evacuate,Stay,without
3,roleplay,better,14,125,9,105,Evacuate,Evacuate,with
3,roleplay,better,14,125,8,100,Evacuate,Evacuate,without
4,roleplay,better,12,120,8,100,Evacuate,Stay,with
4,roleplay,better,12,120,8,100,Evacuate,Stay,without
4,roleplay,better,12,120,8,100,Evacuate,Evacuate,with
4,roleplay,better,12,120,8,100,Evacuate,Evacuate,without
5,roleplay,better,12,120,8,100,Evacuate,Stay,with
5,roleplay,better,12,120,8,100,Evacuate,Stay,without
5,roleplay,better,12,120,8,100,Evacuate,Evacuate,with
5,roleplay,better,12,120,8,100,Evacuate,Evacuate,without
6,roleplay,better,14,130,10,105,Evacuate,Stay,with
6,roleplay,better,14,130,8,100,Evacuate,Stay,without
6,roleplay,better,14,130,8,105,Evacuate,Evacuate,with
6,roleplay,better,14,130,8,100,Evacuate,Evacuate,without
7,roleplay,better,12,120,8,100,Evacuate,Stay,with
7,roleplay,better,12,120,8,100,Evacuate,Stay,without
7,roleplay,better,12,120,8,100,Evacuate,Evacuate,with
7,roleplay,better,12,120,8,100,Evacuate,Evacuate,without
8,roleplay,better,14,125,10,105,Evacuate,Stay,with
8,roleplay,better,14,125,8,100,Evacuate,Stay,without
8,roleplay,better,14,125,9,105,Evacuate,Evacuate,with
8,roleplay,better,14,125,8,100,Evacuate,Evacuate,without
9,roleplay,better,12,120,8,100,Evacuate,Stay,with
9,roleplay,better,12,120,8,100,Evacuate,Stay,without
9,roleplay,better,12,120,8,100,Evacuate,Evacuate,with
9,roleplay,better,12,120,8,100,Evacuate,Evacuate,without
10,roleplay,better,12,120,8,100,Evacuate,Stay,with
10,roleplay,better,12,120,8,100,Evacuate,Stay,without
10,roleplay,better,12,120,8,100,Evacuate,Evacuate,with
10,roleplay,better,12,120,7,105,Evacuate,Evacuate,without
0,roleplay,uncertainty,12,120,16,140,Evacuate,Stay,with
0,roleplay,uncertainty,12,120,16,140,Evacuate,Stay,without
0,roleplay,uncertainty,12,120,16,140,Evacuate,Evacuate,with
0,roleplay,uncertainty,12,120,16,140,Evacuate,Evacuate,without
1,roleplay,uncertainty,8,115,16,145,Evacuate,Stay,with
1,roleplay,uncertainty,8,115,16,140,Evacuate,Stay,without
1,roleplay,uncertainty,8,115,16,140,Evacuate,Evacuate,with
1,roleplay,uncertainty,8,115,16,140,Evacuate,Evacuate,without
2,roleplay,uncertainty,14,130,16,145,Evacuate,Stay,with
2,roleplay,uncertainty,14,130,16,140,Evacuate,Stay,without
2,roleplay,uncertainty,14,130,16,140,Evacuate,Evacuate,with
2,roleplay,uncertainty,14,130,16,140,Evacuate,Evacuate,without
3,roleplay,uncertainty,12,120,16,140,Evacuate,Stay,with
3,roleplay,uncertainty,12,120,16,140,Evacuate,Stay,without
3,roleplay,uncertainty,12,120,16,140,Evacuate,Evacuate,with
3,roleplay,uncertainty,12,120,16,140,Evacuate,Evacuate,without
4,roleplay,uncertainty,12,120,16,140,Evacuate,Stay,with
4,roleplay,uncertainty,12,120,16,140,Evacuate,Stay,without
4,roleplay,uncertainty,12,120,16,140,Evacuate,Evacuate,with
4,roleplay,uncertainty,12,120,16,140,Evacuate,Evacuate,without
5,roleplay,uncertainty,12,120,16,140,Evacuate,Stay,with
5,roleplay,uncertainty,12,120,16,140,Evacuate,Stay,without
5,roleplay,uncertainty,12,120,16,140,Evacuate,Evacuate,with
5,roleplay,uncertainty,12,120,16,140,Evacuate,Evacuate,without
6,roleplay,uncertainty,12,120,16,140,Evacuate,Stay,with
6,roleplay,uncertainty,12,120,16,140,Evacuate,Stay,without
6,roleplay,uncertainty,12,120,16,140,Evacuate,Evacuate,with
6,roleplay,uncertainty,12,120,16,140,Evacuate,Evacuate,without
7,roleplay,uncertainty,14,125,16,140,Evacuate,Stay,with
7,roleplay,uncertainty,14,125,16,140,Evacuate,Stay,without
7,roleplay,uncertainty,14,125,16,140,Evacuate,Evacuate,with
7,roleplay,uncertainty,14,125,16,140,Evacuate,Evacuate,without
8,roleplay,uncertainty,12,120,16,140,Evacuate,Stay,with
8,roleplay,uncertainty,12,120,16,140,Evacuate,Stay,without
8,roleplay,uncertainty,12,120,16,140,Evacuate,Evacuate,with
8,roleplay,uncertainty,12,120,16,140,Evacuate,Evacuate,without
9,roleplay,uncertainty,12,120,16,140,Evacuate,Stay,with
9,roleplay,uncertainty,12,120,16,140,Evacuate,Stay,without
9,roleplay,uncertainty,12,120,16,140,Evacuate,Evacuate,with
9,roleplay,uncertainty,12,120,16,140,Evacuate,Evacuate,without
10,roleplay,uncertainty,12,120,16,140,Evacuate,Stay,with
10,roleplay,uncertainty,12,120,16,140,Evacuate,Stay,without
10,roleplay,uncertainty,12,120,16,140,Evacuate,Evacuate,with
10,roleplay,uncertainty,12,120,16,140,Evacuate,Evacuate,without
0,roleplay,utility,12,120,16,140,Evacuate,Stay,with
0,roleplay,utility,12,120,18,145,Evacuate,Stay,without
0,roleplay,utility,12,120,16,140,Evacuate,Evacuate,with
0,roleplay,utility,12,120,18,145,Evacuate,Evacuate,without
1,roleplay,utility,14,125,18,145,Evacuate,Stay,with
1,roleplay,utility,14,125,18,145,Evacuate,Stay,without
1,roleplay,utility,14,125,18,145,Evacuate,Evacuate,with
1,roleplay,utility,14,125,18,145,Evacuate,Evacuate,without
2,roleplay,utility,14,125,18,145,Evacuate,Stay,with
2,roleplay,utility,14,125,16,140,Evacuate,Stay,without
2,roleplay,utility,14,125,18,145,Evacuate,Evacuate,with
2,roleplay,utility,14,125,18,145,Evacuate,Evacuate,without
3,roleplay,utility,12,120,16,140,Evacuate,Stay,with
3,roleplay,utility,12,120,18,145,Evacuate,Stay,without
3,roleplay,utility,12,120,16,140,Evacuate,Evacuate,with
3,roleplay,utility,12,120,18,145,Evacuate,Evacuate,without
4,roleplay,utility,14,135,18,155,Evacuate,Stay,with
4,roleplay,utility,14,135,18,145,Evacuate,Stay,without
4,roleplay,utility,14,135,18,155,Evacuate,Evacuate,with
4,roleplay,utility,14,135,18,145,Evacuate,Evacuate,without
5,roleplay,utility,14,120,18,145,Evacuate,Stay,with
5,roleplay,utility,14,120,18,145,Evacuate,Stay,without
5,roleplay,utility,14,120,18,145,Evacuate,Evacuate,with
5,roleplay,utility,14,120,18,145,Evacuate,Evacuate,without
6,roleplay,utility,12,120,16,140,Evacuate,Stay,with
6,roleplay,utility,12,120,18,145,Evacuate,Stay,without
6,roleplay,utility,12,120,16,140,Evacuate,Evacuate,with
6,roleplay,utility,12,120,18,145,Evacuate,Evacuate,without
7,roleplay,utility,14,130,18,155,Evacuate,Stay,with
7,roleplay,utility,14,130,16,140,Evacuate,Stay,without
7,roleplay,utility,14,130,18,145,Evacuate,Evacuate,with
7,roleplay,utility,14,130,18,145,Evacuate,Evacuate,without
8,roleplay,utility,12,120,16,140,Evacuate,Stay,with
8,roleplay,utility,12,120,16,140,Evacuate,Stay,without
8,roleplay,utility,12,120,16,140,Evacuate,Evacuate,with
8,roleplay,utility,12,120,18,145,Evacuate,Evacuate,without
9,roleplay,utility,12,120,16,140,Evacuate,Stay,with
9,roleplay,utility,12,120,16,140,Evacuate,Stay,without
9,roleplay,utility,12,120,16,140,Evacuate,Evacuate,with
9,roleplay,utility,12,120,20,150,Evacuate,Evacuate,without
10,roleplay,utility,12,120,16,140,Evacuate,Stay,with
10,roleplay,utility,12,120,18,145,Evacuate,Stay,without
10,roleplay,utility,12,120,16,140,Evacuate,Evacuate,with
10,roleplay,utility,12,120,18,145,Evacuate,Evacuate,without
0,predict,worse,12,120,16,140,Evacuate,Stay,with
0,predict,worse,12,120,18,140,Evacuate,Stay,without
0,predict,worse,12,120,16,140,Evacuate,Evacuate,with
0,predict,worse,12,120,18,140,Evacuate,Evacuate,without
1,predict,worse,12,120,16,140,Evacuate,Stay,with
1,predict,worse,12,120,18,145,Evacuate,Stay,without
1,predict,worse,12,120,16,140,Evacuate,Evacuate,with
1,predict,worse,12,120,18,140,Evacuate,Evacuate,without
2,predict,worse,14,125,18,145,Evacuate,Stay,with
2,predict,worse,14,125,16,140,Evacuate,Stay,without
2,predict,worse,14,125,18,145,Evacuate,Evacuate,with
2,predict,worse,14,125,18,140,Evacuate,Evacuate,without
3,predict,worse,12,120,16,140,Evacuate,Stay,with
3,predict,worse,12,120,18,145,Evacuate,Stay,without
3,predict,worse,12,120,16,140,Evacuate,Evacuate,with
3,predict,worse,12,120,18,140,Evacuate,Evacuate,without
4,predict,worse,12,120,16,140,Evacuate,Stay,with
4,predict,worse,12,120,18,140,Evacuate,Stay,without
4,predict,worse,12,120,16,140,Evacuate,Evacuate,with
4,predict,worse,12,120,18,140,Evacuate,Evacuate,without
5,predict,worse,12,120,16,140,Evacuate,Stay,with
5,predict,worse,12,120,18,140,Evacuate,Stay,without
5,predict,worse,12,120,16,140,Evacuate,Evacuate,with
5,predict,worse,12,120,18,140,Evacuate,Evacuate,without
6,predict,worse,12,120,16,140,Evacuate,Stay,with
6,predict,worse,12,120,16,140,"Based on the information provided about the expected intensity and impacts of the hurricane, as well as the type of housing (a one-story, single-detached house), an average American living in Florida would likely choose to:

Evacuate

The decision to evacuate is influenced by several factors:

1. The hurricane is expected to be a strong Category 3 storm with maximum sustained winds potentially reaching 150 mph, which could cause significant damage to a single-story house.

2. The estimated flooding of up to 20 inches poses a severe risk to a single-story home, potentially leading to life-threatening situations.

3. Given the uncertainty in the hurricane's impacts, many Floridians would prefer to err on the side of caution and prioritize their safety by evacuating.

4. The cost of a hotel stay, while significant, is likely to be less of a concern compared to the potential risk to life and property.",Stay,without
6,predict,worse,12,120,16,140,Evacuate,Evacuate,with
6,predict,worse,12,120,18,140,"Based on the information provided about the expected intensity and impacts of the hurricane, as well as the type of housing (a one-story, single-detached house), an average American living in Florida would likely choose to:

Evacuate

The decision to evacuate is influenced by several factors:

1. The hurricane is expected to be a strong Category 3 storm with maximum sustained winds potentially reaching 150 mph, which could cause significant damage to a single-story house.

2. The estimated flooding of up to 20 inches poses a severe risk to a single-story home, potentially leading to life-threatening situations.

3. Given the uncertainty in the hurricane's impacts, many Floridians would prefer to err on the side of caution and prioritize their safety by evacuating.

4. The cost of a hotel stay, while significant, is likely to be less of a concern compared to the potential risk to life and property.",Evacuate,without
7,predict,worse,12,120,16,140,Evacuate,Stay,with
7,predict,worse,12,120,18,140,Evacuate,Stay,without
7,predict,worse,12,120,16,140,Evacuate,Evacuate,with
7,predict,worse,12,120,18,140,Evacuate,Evacuate,without
8,predict,worse,12,120,16,140,Evacuate,Stay,with
8,predict,worse,12,120,18,140,Evacuate,Stay,without
8,predict,worse,12,120,16,140,Evacuate,Evacuate,with
8,predict,worse,12,120,18,140,Evacuate,Evacuate,without
9,predict,worse,12,120,16,140,Evacuate,Stay,with
9,predict,worse,12,120,18,145,Evacuate,Stay,without
9,predict,worse,12,120,16,140,Evacuate,Evacuate,with
9,predict,worse,12,120,18,140,Evacuate,Evacuate,without
10,predict,worse,12,120,16,140,Evacuate,Stay,with
10,predict,worse,12,120,18,140,Evacuate,Stay,without
10,predict,worse,12,120,16,140,Evacuate,Evacuate,with
10,predict,worse,12,120,18,140,Evacuate,Evacuate,without
0,predict,better,12,120,8,100,Evacuate,Stay,with
0,predict,better,12,120,8,100,Evacuate,Stay,without
0,predict,better,12,120,8,100,Evacuate,Evacuate,with
0,predict,better,12,120,8,100,Evacuate,Evacuate,without
1,predict,better,12,120,8,100,Evacuate,Stay,with
1,predict,better,12,120,8,100,Evacuate,Stay,without
1,predict,better,12,120,8,100,Evacuate,Evacuate,with
1,predict,better,12,120,8,100,Evacuate,Evacuate,without
2,predict,better,12,120,8,100,Evacuate,Stay,with
2,predict,better,12,120,8,100,Evacuate,Stay,without
2,predict,better,12,120,8,100,Evacuate,Evacuate,with
2,predict,better,12,120,8,100,Evacuate,Evacuate,without
3,predict,better,12,120,8,100,Evacuate,Stay,with
3,predict,better,12,120,8,100,Evacuate,Stay,without
3,predict,better,12,120,8,100,Evacuate,Evacuate,with
3,predict,better,12,120,8,100,Evacuate,Evacuate,without
4,predict,better,12,120,8,100,Evacuate,Stay,with
4,predict,better,12,120,8,100,Evacuate,Stay,without
4,predict,better,12,120,8,100,Evacuate,Evacuate,with
4,predict,better,12,120,8,100,Evacuate,Evacuate,without
5,predict,better,10,125,6,95,Evacuate,Stay,with
5,predict,better,10,125,6,100,Evacuate,Stay,without
5,predict,better,10,125,8,105,Evacuate,Evacuate,with
5,predict,better,10,125,8,100,Evacuate,Evacuate,without
6,predict,better,12,120,8,100,Evacuate,Stay,with
6,predict,better,12,120,8,100,Evacuate,Stay,without
6,predict,better,12,120,8,100,Evacuate,Evacuate,with
6,predict,better,12,120,8,100,Evacuate,Evacuate,without
7,predict,better,12,120,8,100,Evacuate,Stay,with
7,predict,better,12,120,8,100,Evacuate,Stay,without
7,predict,better,12,120,8,100,Evacuate,Evacuate,with
7,predict,better,12,120,8,100,Evacuate,Evacuate,without
8,predict,better,12,120,8,100,Evacuate,Stay,with
8,predict,better,12,120,8,100,Evacuate,Stay,without
8,predict,better,12,120,8,100,Evacuate,Evacuate,with
8,predict,better,12,120,8,100,Evacuate,Evacuate,without
9,predict,better,12,120,8,100,Evacuate,Stay,with
9,predict,better,12,120,8,100,Evacuate,Stay,without
9,predict,better,12,120,8,100,Evacuate,Evacuate,with
9,predict,better,12,120,8,100,Evacuate,Evacuate,without
10,predict,better,12,120,8,100,Evacuate,Stay,with
10,predict,better,12,120,8,100,Evacuate,Stay,without
10,predict,better,12,120,8,100,Evacuate,Evacuate,with
10,predict,better,12,120,8,100,Evacuate,Evacuate,without
0,predict,uncertainty,12,120,16,140,Evacuate,Stay,with
0,predict,uncertainty,12,120,16,140,Evacuate,Stay,without
0,predict,uncertainty,12,120,16,140,Evacuate,Evacuate,with
0,predict,uncertainty,12,120,16,140,Evacuate,Evacuate,without
1,predict,uncertainty,12,120,16,140,Evacuate,Stay,with
1,predict,uncertainty,12,120,16,140,Evacuate,Stay,without
1,predict,uncertainty,12,120,16,140,Evacuate,Evacuate,with
1,predict,uncertainty,12,120,16,140,Evacuate,Evacuate,without
2,predict,uncertainty,12,120,16,140,Evacuate,Stay,with
