perspective,item,Blender_1,Blender_2,Coffee maker_1,Coffee maker_2,Desk lamp_1,Desk lamp_2,Kettle_1,Kettle_2,Photo Frame_1,Photo Frame_2,Radio_1,Radio_2,Sandwich maker_1,Sandwich maker_2,Sleeping bag_1,Sleeping bag_2,Table Fan_1,Table Fan_2,Toaster_1,Toaster_2,choices_1,choices_2,choices_diff,decision,forced_decision,prior,Chicken wings_1,Chicken wings_2,French fries_1,French fries_2,Fried chicken_1,Fried chicken_2,Grilled Cheeses_1,Grilled Cheeses_2,Hamburgers_1,Hamburgers_2,Mashed potatoes_1,Mashed potatoes_2,Pasta_1,Pasta_2,Pizza_1,Pizza_2,Salad_1,Salad_2,Sushi_1,Sushi_2,Apple_1,Apple_2,Banana_1,Banana_2,Cherry_1,Cherry_2,Kiwi_1,Kiwi_2,Mango_1,Mango_2,Orange_1,Orange_2,Papaya_1,Papaya_2,Pineapple_1,Pineapple_2,Strawberry_1,Strawberry_2,Watermelon_1,Watermelon_2
self,fruit,,,,,,,,,,,,,,,,,,,,,Watermelon,Papaya,4,Watermelon,Papaya,with,,,,,,,,,,,,,,,,,,,,,8,-1,7,-1,9,-1,6,-1,10,-1,8,-1,5,-1,9,-1,10,-1,9,-1
self,fruit,,,,,,,,,,,,,,,,,,,,,Watermelon,Papaya,4,Watermelon,Papaya,without,,,,,,,,,,,,,,,,,,,,,8,8,7,7,9,9,6,6,10,10,8,8,5,5,9,7,10,9,9,10
self,fruit,,,,,,,,,,,,,,,,,,,,,Pineapple,Papaya,4,Pineapple,Pineapple,with,,,,,,,,,,,,,,,,,,,,,8,-1,7,-1,9,-1,6,-1,10,-1,8,-1,5,-1,9,-1,10,-1,9,-1
self,fruit,,,,,,,,,,,,,,,,,,,,,Pineapple,Papaya,4,Pineapple,Pineapple,without,,,,,,,,,,,,,,,,,,,,,8,8,7,7,9,9,6,6,10,10,8,8,5,5,9,9,10,10,9,9
self,fruit,,,,,,,,,,,,,,,,,,,,,Pineapple,Papaya,4,Pineapple,Papaya,with,,,,,,,,,,,,,,,,,,,,,8,7,7,6,9,8,6,5,10,9,8,7,5,4,9,8,10,9,9,10
self,fruit,,,,,,,,,,,,,,,,,,,,,Pineapple,Papaya,4,Pineapple,Papaya,without,,,,,,,,,,,,,,,,,,,,,8,8,7,7,9,9,6,6,10,10,8,8,5,5,9,7,10,9,9,10
self,fruit,,,,,,,,,,,,,,,,,,,,,Cherry,Papaya,4,Cherry,Cherry,with,,,,,,,,,,,,,,,,,,,,,8,7,7,6,9,8,6,7,10,9,8,8,5,5,9,8,10,9,9,9
self,fruit,,,,,,,,,,,,,,,,,,,,,Cherry,Papaya,4,Cherry,Cherry,without,,,,,,,,,,,,,,,,,,,,,8,8,7,7,9,9,6,6,10,10,8,8,5,5,9,9,10,10,9,9
self,fruit,,,,,,,,,,,,,,,,,,,,,Cherry,Papaya,4,Cherry,Papaya,with,,,,,,,,,,,,,,,,,,,,,8,7,7,6,9,8,6,5,10,9,8,7,5,4,9,8,10,9,9,10
self,fruit,,,,,,,,,,,,,,,,,,,,,Cherry,Papaya,4,Cherry,Papaya,without,,,,,,,,,,,,,,,,,,,,,8,8,7,7,9,6,6,5,10,9,8,7,5,4,9,8,10,9,9,10
self,fruit,,,,,,,,,,,,,,,,,,,,,Watermelon,Kiwi,3,Watermelon,Watermelon,with,,,,,,,,,,,,,,,,,,,,,8,-1,7,-1,9,-1,6,-1,10,-1,8,-1,5,-1,9,-1,10,-1,9,-1
self,fruit,,,,,,,,,,,,,,,,,,,,,Watermelon,Kiwi,3,Watermelon,Watermelon,without,,,,,,,,,,,,,,,,,,,,,8,7,7,6,9,8,6,7,10,9,8,7,5,5,9,8,10,9,9,8
self,fruit,,,,,,,,,,,,,,,,,,,,,Watermelon,Kiwi,3,Watermelon,Kiwi,with,,,,,,,,,,,,,,,,,,,,,8,-1,7,-1,9,-1,6,-1,10,-1,8,-1,5,-1,9,-1,10,-1,9,-1
