perspective,item,Blender_1,Blender_2,Coffee maker_1,Coffee maker_2,Desk lamp_1,Desk lamp_2,Kettle_1,Kettle_2,Photo Frame_1,Photo Frame_2,Radio_1,Radio_2,Sandwich maker_1,Sandwich maker_2,Sleeping bag_1,Sleeping bag_2,Table Fan_1,Table Fan_2,Toaster_1,Toaster_2,choices_1,choices_2,choices_diff,decision,forced_decision,prior,Chicken wings_1,Chicken wings_2,French fries_1,French fries_2,Fried chicken_1,Fried chicken_2,Grilled Cheeses_1,Grilled Cheeses_2,Hamburgers_1,Hamburgers_2,Mashed potatoes_1,Mashed potatoes_2,Pasta_1,Pasta_2,Pizza_1,Pizza_2,Salad_1,Salad_2,Sushi_1,Sushi_2,Apple_1,Apple_2,Banana_1,Banana_2,Cherry_1,Cherry_2,Kiwi_1,Kiwi_2,Mango_1,Mango_2,Orange_1,Orange_2,Papaya_1,Papaya_2,Pineapple_1,Pineapple_2,Strawberry_1,Strawberry_2,Watermelon_1,Watermelon_2
self,food,,,,,,,,,,,,,,,,,,,,,Pizza,Fried chicken,0,Pizza,Fried chicken,with,8.0,9.0,7.0,8.0,9.0,9.0,6.0,7.0,8.0,8.0,7.0,8.0,8.0,8.0,9.0,9.0,5.0,6.0,8.0,9.0,,,,,,,,,,,,,,,,,,,,
self,food,,,,,,,,,,,,,,,,,,,,,Pizza,Fried chicken,0,Pizza,Fried chicken,without,8.0,8.0,7.0,7.0,9.0,9.0,6.0,6.0,8.0,8.0,7.0,7.0,8.0,7.0,9.0,9.0,5.0,5.0,8.0,8.0,,,,,,,,,,,,,,,,,,,,
self,food,,,,,,,,,,,,,,,,,,,,,Pizza,Salad,4,Pizza,Pizza,with,8.0,8.0,7.0,7.0,9.0,9.0,6.0,6.0,8.0,8.0,7.0,7.0,8.0,8.0,9.0,9.0,5.0,5.0,8.0,8.0,,,,,,,,,,,,,,,,,,,,
self,food,,,,,,,,,,,,,,,,,,,,,Pizza,Salad,4,Pizza,Pizza,without,8.0,8.0,7.0,7.0,9.0,9.0,6.0,6.0,8.0,8.0,7.0,7.0,8.0,8.0,9.0,9.0,5.0,5.0,8.0,8.0,,,,,,,,,,,,,,,,,,,,
self,food,,,,,,,,,,,,,,,,,,,,,Pizza,Salad,4,Pizza,Salad,with,8.0,8.0,7.0,7.0,9.0,9.0,6.0,6.0,8.0,8.0,7.0,7.0,8.0,8.0,9.0,9.0,5.0,5.0,8.0,8.0,,,,,,,,,,,,,,,,,,,,
self,food,,,,,,,,,,,,,,,,,,,,,Pizza,Salad,4,Pizza,Salad,without,8.0,8.0,7.0,7.0,9.0,6.0,6.0,7.0,8.0,8.0,7.0,6.0,8.0,8.0,9.0,9.0,5.0,7.0,8.0,9.0,,,,,,,,,,,,,,,,,,,,
self,food,,,,,,,,,,,,,,,,,,,,,Fried chicken,Salad,4,Fried chicken,Fried chicken,with,8.0,9.0,7.0,8.0,9.0,9.0,6.0,7.0,8.0,9.0,7.0,8.0,8.0,8.0,9.0,9.0,5.0,6.0,8.0,9.0,,,,,,,,,,,,,,,,,,,,
self,food,,,,,,,,,,,,,,,,,,,,,Fried chicken,Salad,4,Fried chicken,Fried chicken,without,8.0,8.0,7.0,7.0,9.0,9.0,6.0,6.0,8.0,8.0,7.0,7.0,8.0,7.0,9.0,8.0,5.0,5.0,8.0,8.0,,,,,,,,,,,,,,,,,,,,
self,food,,,,,,,,,,,,,,,,,,,,,Fried chicken,Salad,4,Fried chicken,Salad,with,8.0,8.0,7.0,7.0,9.0,9.0,6.0,6.0,8.0,8.0,7.0,7.0,8.0,8.0,9.0,9.0,5.0,5.0,8.0,8.0,,,,,,,,,,,,,,,,,,,,
self,food,,,,,,,,,,,,,,,,,,,,,Fried chicken,Salad,4,Fried chicken,Salad,without,8.0,8.0,7.0,7.0,9.0,9.0,6.0,6.0,8.0,8.0,7.0,7.0,8.0,8.0,9.0,9.0,5.0,6.0,8.0,9.0,,,,,,,,,,,,,,,,,,,,
self,food,,,,,,,,,,,,,,,,,,,,,Sushi,Salad,3,Sushi,Sushi,with,8.0,8.0,7.0,7.0,9.0,9.0,6.0,6.0,8.0,8.0,7.0,7.0,8.0,8.0,9.0,9.0,5.0,6.0,8.0,9.0,,,,,,,,,,,,,,,,,,,,
self,food,,,,,,,,,,,,,,,,,,,,,Sushi,Salad,3,Sushi,Sushi,without,8.0,8.0,7.0,7.0,9.0,9.0,6.0,6.0,8.0,8.0,7.0,7.0,8.0,8.0,9.0,9.0,5.0,6.0,8.0,10.0,,,,,,,,,,,,,,,,,,,,
self,food,,,,,,,,,,,,,,,,,,,,,Sushi,Salad,3,Sushi,Salad,with,8.0,8.0,7.0,7.0,9.0,9.0,6.0,6.0,8.0,8.0,7.0,7.0,8.0,8.0,9.0,9.0,5.0,4.0,8.0,8.0,,,,,,,,,,,,,,,,,,,,
self,food,,,,,,,,,,,,,,,,,,,,,Sushi,Salad,3,Sushi,Salad,without,8.0,8.0,7.0,7.0,9.0,9.0,6.0,6.0,8.0,8.0,7.0,7.0,8.0,8.0,9.0,9.0,5.0,6.0,8.0,8.0,,,,,,,,,,,,,,,,,,,,
self,food,,,,,,,,,,,,,,,,,,,,,Pizza,Grilled Cheeses,3,Pizza,Pizza,with,8.0,8.0,7.0,7.0,9.0,9.0,6.0,6.0,8.0,8.0,7.0,7.0,8.0,8.0,9.0,9.0,5.0,5.0,8.0,8.0,,,,,,,,,,,,,,,,,,,,
self,food,,,,,,,,,,,,,,,,,,,,,Pizza,Grilled Cheeses,3,Pizza,Pizza,without,8.0,8.0,7.0,7.0,9.0,9.0,6.0,6.0,8.0,8.0,7.0,7.0,8.0,8.0,9.0,9.0,5.0,5.0,8.0,8.0,,,,,,,,,,,,,,,,,,,,
self,food,,,,,,,,,,,,,,,,,,,,,Pizza,Grilled Cheeses,3,Pizza,Grilled Cheeses,with,8.0,9.0,7.0,8.0,9.0,9.0,6.0,7.0,8.0,9.0,7.0,8.0,8.0,8.0,9.0,10.0,5.0,6.0,8.0,9.0,,,,,,,,,,,,,,,,,,,,
self,food,,,,,,,,,,,,,,,,,,,,,Pizza,Grilled Cheeses,3,Pizza,Grilled Cheeses,without,8.0,8.0,7.0,7.0,9.0,9.0,6.0,8.0,8.0,9.0,7.0,6.0,8.0,7.0,9.0,9.0,5.0,5.0,8.0,8.0,,,,,,,,,,,,,,,,,,,,
self,food,,,,,,,,,,,,,,,,,,,,,Pasta,Salad,3,Pasta,Pasta,with,8.0,9.0,7.0,8.0,9.0,9.0,6.0,7.0,8.0,9.0,7.0,8.0,8.0,9.0,9.0,10.0,5.0,6.0,8.0,9.0,,,,,,,,,,,,,,,,,,,,
self,food,,,,,,,,,,,,,,,,,,,,,Pasta,Salad,3,Pasta,Pasta,without,8.0,8.0,7.0,7.0,9.0,9.0,6.0,6.0,8.0,8.0,7.0,7.0,8.0,9.0,9.0,9.0,5.0,5.0,8.0,8.0,,,,,,,,,,,,,,,,,,,,
self,food,,,,,,,,,,,,,,,,,,,,,Pasta,Salad,3,Pasta,Salad,with,8.0,8.0,7.0,7.0,9.0,9.0,6.0,6.0,8.0,8.0,7.0,7.0,8.0,8.0,9.0,9.0,5.0,5.0,8.0,8.0,,,,,,,,,,,,,,,,,,,,
self,food,,,,,,,,,,,,,,,,,,,,,Pasta,Salad,3,Pasta,Salad,without,8.0,8.0,7.0,7.0,9.0,9.0,6.0,6.0,8.0,8.0,7.0,7.0,8.0,8.0,9.0,9.0,5.0,6.0,8.0,8.0,,,,,,,,,,,,,,,,,,,,
self,fruit,,,,,,,,,,,,,,,,,,,,,Mango,Banana,0,Mango,Mango,with,,,,,,,,,,,,,,,,,,,,,8.0,8.0,9.0,9.0,7.0,7.0,6.0,6.0,9.0,10.0,8.0,8.0,7.0,7.0,8.0,8.0,9.0,9.0,10.0,10.0
self,fruit,,,,,,,,,,,,,,,,,,,,,Mango,Banana,0,Mango,Mango,without,,,,,,,,,,,,,,,,,,,,,8.0,8.0,9.0,9.0,7.0,7.0,6.0,6.0,9.0,10.0,8.0,8.0,7.0,9.0,8.0,8.0,9.0,9.0,10.0,9.0
self,fruit,,,,,,,,,,,,,,,,,,,,,Mango,Banana,0,Mango,Banana,with,,,,,,,,,,,,,,,,,,,,,8.0,8.0,9.0,9.0,7.0,7.0,6.0,6.0,9.0,9.0,8.0,8.0,7.0,7.0,8.0,8.0,9.0,9.0,10.0,10.0
self,fruit,,,,,,,,,,,,,,,,,,,,,Mango,Banana,0,Mango,Banana,without,,,,,,,,,,,,,,,,,,,,,8.0,8.0,9.0,9.0,7.0,7.0,6.0,6.0,9.0,10.0,8.0,8.0,7.0,9.0,8.0,8.0,9.0,9.0,10.0,9.0
self,fruit,,,,,,,,,,,,,,,,,,,,,Orange,Apple,0,Apple,Orange,with,,,,,,,,,,,,,,,,,,,,,8.0,8.0,9.0,9.0,7.0,7.0,6.0,6.0,9.0,9.0,8.0,9.0,7.0,7.0,8.0,8.0,9.0,9.0,10.0,10.0
self,fruit,,,,,,,,,,,,,,,,,,,,,Orange,Apple,0,Apple,Orange,without,,,,,,,,,,,,,,,,,,,,,8.0,8.0,9.0,9.0,7.0,7.0,6.0,6.0,9.0,10.0,8.0,9.0,7.0,8.0,8.0,8.0,9.0,9.0,10.0,9.0
