n,perspective,condition,flood_1,wind_1,flood_2,wind_2,decision,forced_decision,prior
9,self,worse,12,120,16,140,Evacuate,Evacuate,with
9,self,worse,12,120,16,140,Evacuate,Evacuate,without
10,self,worse,12,120,16,140,Evacuate,Stay,with
10,self,worse,12,120,16,140,Evacuate,Stay,without
10,self,worse,12,120,16,140,Evacuate,Evacuate,with
10,self,worse,12,120,16,140,Evacuate,Evacuate,without
11,self,worse,12,120,16,140,Evacuate,Stay,with
11,self,worse,12,120,16,140,Evacuate,Stay,without
11,self,worse,12,120,16,140,Evacuate,Evacuate,with
11,self,worse,12,120,16,140,Evacuate,Evacuate,without
12,self,worse,12,120,16,140,Evacuate,Stay,with
12,self,worse,12,120,16,140,Evacuate,Stay,without
12,self,worse,12,120,16,140,Evacuate,Evacuate,with
12,self,worse,12,120,16,140,Evacuate,Evacuate,without
13,self,worse,12,120,16,140,Evacuate,Stay,with
13,self,worse,12,120,16,140,Evacuate,Stay,without
13,self,worse,12,120,16,140,Evacuate,Evacuate,with
13,self,worse,12,120,16,140,Evacuate,Evacuate,without
14,self,worse,12,120,16,140,Evacuate,Stay,with
14,self,worse,12,120,16,140,Evacuate,Stay,without
14,self,worse,12,120,16,140,Evacuate,Evacuate,with
14,self,worse,12,120,16,140,Evacuate,Evacuate,without
15,self,worse,12,120,16,140,Evacuate,Stay,with
15,self,worse,12,120,16,140,Evacuate,Stay,without
15,self,worse,12,120,16,140,Evacuate,Evacuate,with
15,self,worse,12,120,16,140,Evacuate,Evacuate,without
16,self,worse,12,120,16,140,Evacuate,Stay,with
16,self,worse,12,120,16,140,Evacuate,Stay,without
16,self,worse,12,120,16,140,Evacuate,Evacuate,with
16,self,worse,12,120,16,140,Evacuate,Evacuate,without
17,self,worse,12,120,16,140,Evacuate,Stay,with
17,self,worse,12,120,16,140,Evacuate,Stay,without
17,self,worse,12,120,16,140,Evacuate,Evacuate,with
17,self,worse,12,120,16,140,Evacuate,Evacuate,without
18,self,worse,12,120,16,140,Evacuate,Stay,with
18,self,worse,12,120,16,140,Evacuate,Stay,without
18,self,worse,12,120,16,140,Evacuate,Evacuate,with
18,self,worse,12,120,16,140,Evacuate,Evacuate,without
19,self,worse,12,120,16,140,Evacuate,Stay,with
19,self,worse,12,120,16,140,Evacuate,Stay,without
19,self,worse,12,120,16,140,Evacuate,Evacuate,with
19,self,worse,12,120,16,140,Evacuate,Evacuate,without
20,self,worse,12,120,16,140,Evacuate,Stay,with
20,self,worse,12,120,16,140,Evacuate,Stay,without
20,self,worse,12,120,16,140,Evacuate,Evacuate,with
20,self,worse,12,120,16,140,Evacuate,Evacuate,without
0,self,better,12,120,8,100,Evacuate,Stay,with
0,self,better,12,120,8,100,Evacuate,Stay,without
0,self,better,12,120,8,100,Evacuate,Evacuate,with
0,self,better,12,120,8,100,Evacuate,Evacuate,without
1,self,better,12,120,8,100,Evacuate,Stay,with
1,self,better,12,120,8,100,Evacuate,Stay,without
1,self,better,12,120,8,100,Evacuate,Evacuate,with
1,self,better,12,120,8,100,Evacuate,Evacuate,without
2,self,better,12,120,8,100,Evacuate,Stay,with
2,self,better,12,120,8,100,Evacuate,Stay,without
2,self,better,12,120,8,100,Evacuate,Evacuate,with
2,self,better,12,120,8,100,Evacuate,Evacuate,without
3,self,better,12,120,8,100,Evacuate,Stay,with
3,self,better,12,120,8,100,Evacuate,Stay,without
3,self,better,12,120,8,100,Evacuate,Evacuate,with
3,self,better,12,120,8,100,Evacuate,Evacuate,without
4,self,better,12,120,8,100,Evacuate,Stay,with
4,self,better,12,120,8,100,Evacuate,Stay,without
4,self,better,12,120,8,100,Evacuate,Evacuate,with
4,self,better,12,120,8,100,Evacuate,Evacuate,without
5,self,better,12,120,8,100,Evacuate,Stay,with
5,self,better,12,120,8,100,Evacuate,Stay,without
5,self,better,12,120,8,100,Evacuate,Evacuate,with
5,self,better,12,120,8,100,Evacuate,Evacuate,without
6,self,better,12,120,8,100,Evacuate,Stay,with
6,self,better,12,120,8,100,Evacuate,Stay,without
6,self,better,12,120,8,100,Evacuate,Evacuate,with
6,self,better,12,120,8,100,Evacuate,Evacuate,without
7,self,better,12,120,8,100,Evacuate,Stay,with
7,self,better,12,120,8,100,Evacuate,Stay,without
7,self,better,12,120,8,100,Evacuate,Evacuate,with
7,self,better,12,120,8,100,Evacuate,Evacuate,without
8,self,better,12,120,8,100,Evacuate,Stay,with
8,self,better,12,120,8,100,Evacuate,Stay,without
8,self,better,12,120,8,100,Evacuate,Evacuate,with
8,self,better,12,120,8,100,Evacuate,Evacuate,without
9,self,better,12,120,8,100,Evacuate,Stay,with
9,self,better,12,120,8,100,Evacuate,Stay,without
9,self,better,12,120,8,100,Evacuate,Evacuate,with
9,self,better,12,120,8,100,Evacuate,Evacuate,without
10,self,better,12,120,8,100,Evacuate,Stay,with
10,self,better,12,120,8,100,Evacuate,Stay,without
10,self,better,12,120,8,100,Evacuate,Evacuate,with
10,self,better,12,120,8,100,Evacuate,Evacuate,without
11,self,better,12,120,8,100,Evacuate,Stay,with
11,self,better,12,120,8,100,Evacuate,Stay,without
11,self,better,12,120,8,100,Evacuate,Evacuate,with
11,self,better,12,120,8,100,Evacuate,Evacuate,without
12,self,better,12,120,8,100,Evacuate,Stay,with
12,self,better,12,120,8,100,Evacuate,Stay,without
12,self,better,12,120,8,100,Evacuate,Evacuate,with
12,self,better,12,120,8,100,Evacuate,Evacuate,without
13,self,better,12,120,8,100,Evacuate,Stay,with
13,self,better,12,120,8,100,Evacuate,Stay,without
13,self,better,12,120,8,100,Evacuate,Evacuate,with
13,self,better,12,120,8,100,Evacuate,Evacuate,without
14,self,better,12,120,8,100,Evacuate,Stay,with
14,self,better,12,120,8,100,Evacuate,Stay,without
14,self,better,12,120,8,100,Evacuate,Evacuate,with
14,self,better,12,120,8,100,Evacuate,Evacuate,without
15,self,better,12,120,8,100,Evacuate,Stay,with
15,self,better,12,120,8,100,Evacuate,Stay,without
15,self,better,12,120,8,100,Evacuate,Evacuate,with
15,self,better,12,120,8,100,Evacuate,Evacuate,without
16,self,better,12,120,8,100,Evacuate,Stay,with
16,self,better,12,120,8,100,Evacuate,Stay,without
16,self,better,12,120,8,100,Evacuate,Evacuate,with
16,self,better,12,120,8,100,Evacuate,Evacuate,without
17,self,better,12,120,8,100,Evacuate,Stay,with
17,self,better,12,120,8,100,Evacuate,Stay,without
17,self,better,12,120,8,100,Evacuate,Evacuate,with
17,self,better,12,120,8,100,Evacuate,Evacuate,without
18,self,better,12,120,8,100,Evacuate,Stay,with
18,self,better,12,120,8,100,Evacuate,Stay,without
18,self,better,12,120,8,100,Evacuate,Evacuate,with
18,self,better,12,120,8,100,Evacuate,Evacuate,without
19,self,better,12,120,8,100,Evacuate,Stay,with
19,self,better,12,120,8,100,Evacuate,Stay,without
19,self,better,12,120,8,100,Evacuate,Evacuate,with
19,self,better,12,120,8,100,Evacuate,Evacuate,without
20,self,better,12,120,8,100,Evacuate,Stay,with
20,self,better,12,120,8,100,Evacuate,Stay,without
20,self,better,12,120,8,100,Evacuate,Evacuate,with
20,self,better,12,120,8,100,Evacuate,Evacuate,without
0,self,uncertainty,12,120,16,140,Evacuate,Stay,with
0,self,uncertainty,12,120,16,140,Evacuate,Stay,without
0,self,uncertainty,12,120,16,140,Evacuate,Evacuate,with
0,self,uncertainty,12,120,16,140,Evacuate,Evacuate,without
1,self,uncertainty,12,120,16,140,Evacuate,Stay,with
1,self,uncertainty,12,120,16,140,Evacuate,Stay,without
1,self,uncertainty,12,120,16,140,Evacuate,Evacuate,with
1,self,uncertainty,12,120,16,140,Evacuate,Evacuate,without
2,self,uncertainty,12,120,16,140,Evacuate,Stay,with
2,self,uncertainty,12,120,16,140,Evacuate,Stay,without
2,self,uncertainty,12,120,16,140,Evacuate,Evacuate,with
2,self,uncertainty,12,120,16,140,Evacuate,Evacuate,without
3,self,uncertainty,12,120,16,140,Evacuate,Stay,with
3,self,uncertainty,12,120,16,140,Evacuate,Stay,without
3,self,uncertainty,12,120,16,140,Evacuate,Evacuate,with
3,self,uncertainty,12,120,16,140,Evacuate,Evacuate,without
4,self,uncertainty,12,120,16,140,Evacuate,Stay,with
4,self,uncertainty,12,120,16,140,Evacuate,Stay,without
4,self,uncertainty,12,120,16,140,Evacuate,Evacuate,with
4,self,uncertainty,12,120,16,140,Evacuate,Evacuate,without
5,self,uncertainty,12,120,16,140,Evacuate,Stay,with
5,self,uncertainty,12,120,16,140,Evacuate,Stay,without
5,self,uncertainty,12,120,16,140,Evacuate,Evacuate,with
5,self,uncertainty,12,120,16,140,Evacuate,Evacuate,without
6,self,uncertainty,12,120,16,140,Evacuate,Stay,with
6,self,uncertainty,12,120,16,140,Evacuate,Stay,without
6,self,uncertainty,12,120,16,140,Evacuate,Evacuate,with
6,self,uncertainty,12,120,16,140,Evacuate,Evacuate,without
7,self,uncertainty,12,120,16,140,Evacuate,Stay,with
7,self,uncertainty,12,120,16,140,Evacuate,Stay,without
7,self,uncertainty,12,120,16,140,Evacuate,Evacuate,with
7,self,uncertainty,12,120,16,140,Evacuate,Evacuate,without
8,self,uncertainty,12,120,16,140,Evacuate,Stay,with
8,self,uncertainty,12,120,16,140,Evacuate,Stay,without
8,self,uncertainty,12,120,16,140,Evacuate,Evacuate,with
8,self,uncertainty,12,120,16,140,Evacuate,Evacuate,without
9,self,uncertainty,12,120,16,140,Evacuate,Stay,with
9,self,uncertainty,12,120,16,140,Evacuate,Stay,without
9,self,uncertainty,12,120,16,140,Evacuate,Evacuate,with
9,self,uncertainty,12,120,16,140,Evacuate,Evacuate,without
10,self,uncertainty,12,120,16,140,Evacuate,Stay,with
10,self,uncertainty,12,120,16,140,Evacuate,Stay,without
10,self,uncertainty,12,120,16,140,Evacuate,Evacuate,with
10,self,uncertainty,12,120,16,140,Evacuate,Evacuate,without
11,self,uncertainty,12,120,16,140,Evacuate,Stay,with
11,self,uncertainty,12,120,16,140,Evacuate,Stay,without
11,self,uncertainty,12,120,16,140,Evacuate,Evacuate,with
11,self,uncertainty,12,120,16,140,Evacuate,Evacuate,without
12,self,uncertainty,12,120,16,140,Evacuate,Stay,with
12,self,uncertainty,12,120,16,140,Evacuate,Stay,without
12,self,uncertainty,12,120,16,140,Evacuate,Evacuate,with
12,self,uncertainty,12,120,16,140,Evacuate,Evacuate,without
13,self,uncertainty,12,120,16,140,Evacuate,Stay,with
13,self,uncertainty,12,120,16,140,Evacuate,Stay,without
13,self,uncertainty,12,120,16,140,Evacuate,Evacuate,with
13,self,uncertainty,12,120,16,140,Evacuate,Evacuate,without
14,self,uncertainty,12,120,16,140,Evacuate,Stay,with
14,self,uncertainty,12,120,16,140,Evacuate,Stay,without
14,self,uncertainty,12,120,16,140,Evacuate,Evacuate,with
14,self,uncertainty,12,120,16,140,Evacuate,Evacuate,without
15,self,uncertainty,12,120,16,140,Evacuate,Stay,with
15,self,uncertainty,12,120,16,140,Evacuate,Stay,without
15,self,uncertainty,12,120,16,140,Evacuate,Evacuate,with
15,self,uncertainty,12,120,16,140,Evacuate,Evacuate,without
16,self,uncertainty,12,120,16,140,Evacuate,Stay,with
16,self,uncertainty,12,120,16,140,Evacuate,Stay,without
16,self,uncertainty,12,120,16,140,Evacuate,Evacuate,with
16,self,uncertainty,12,120,16,140,Evacuate,Evacuate,without
17,self,uncertainty,12,120,16,140,Evacuate,Stay,with
17,self,uncertainty,12,120,16,140,Evacuate,Stay,without
17,self,uncertainty,12,120,16,140,Evacuate,Evacuate,with
17,self,uncertainty,12,120,16,140,Evacuate,Evacuate,without
18,self,uncertainty,12,120,16,140,Evacuate,Stay,with
18,self,uncertainty,12,120,16,140,Evacuate,Stay,without
18,self,uncertainty,12,120,16,140,Evacuate,Evacuate,with
18,self,uncertainty,12,120,16,140,Evacuate,Evacuate,without
19,self,uncertainty,12,120,16,140,Evacuate,Stay,with
19,self,uncertainty,12,120,16,140,Evacuate,Stay,without
19,self,uncertainty,12,120,16,140,Evacuate,Evacuate,with
19,self,uncertainty,12,120,16,140,Evacuate,Evacuate,without
20,self,uncertainty,12,120,16,140,Evacuate,Stay,with
20,self,uncertainty,12,120,16,140,Evacuate,Stay,without
20,self,uncertainty,12,120,16,140,Evacuate,Evacuate,with
20,self,uncertainty,12,120,16,140,Evacuate,Evacuate,without
0,self,utility,12,120,16,140,Evacuate,Stay,with
0,self,utility,12,120,16,140,Evacuate,Stay,without
0,self,utility,12,120,16,140,Evacuate,Evacuate,with
0,self,utility,12,120,16,140,Evacuate,Evacuate,without
1,self,utility,12,120,16,140,Evacuate,Stay,with
1,self,utility,12,120,16,140,Evacuate,Stay,without
1,self,utility,12,120,16,140,Evacuate,Evacuate,with
1,self,utility,12,120,16,140,Evacuate,Evacuate,without
2,self,utility,12,120,16,140,Evacuate,Stay,with
2,self,utility,12,120,16,140,Evacuate,Stay,without
2,self,utility,12,120,16,140,Evacuate,Evacuate,with
2,self,utility,12,120,16,140,Evacuate,Evacuate,without
3,self,utility,12,120,16,140,Evacuate,Stay,with
3,self,utility,12,120,16,140,Evacuate,Stay,without
3,self,utility,12,120,16,140,Evacuate,Evacuate,with
3,self,utility,12,120,16,140,Evacuate,Evacuate,without
4,self,utility,12,120,16,140,Evacuate,Stay,with
4,self,utility,12,120,24,160,Evacuate,Stay,without
4,self,utility,12,120,16,140,Evacuate,Evacuate,with
4,self,utility,12,120,16,140,Evacuate,Evacuate,without
5,self,utility,12,120,16,140,Evacuate,Stay,with
5,self,utility,12,120,16,140,Evacuate,Stay,without
5,self,utility,12,120,16,140,Evacuate,Evacuate,with
5,self,utility,12,120,16,140,Evacuate,Evacuate,without
6,self,utility,12,120,16,140,Evacuate,Stay,with
6,self,utility,12,120,16,140,Evacuate,Stay,without
6,self,utility,12,120,16,140,Evacuate,Evacuate,with
6,self,utility,12,120,16,140,Evacuate,Evacuate,without
7,self,utility,12,120,16,140,Evacuate,Stay,with
7,self,utility,12,120,16,140,Evacuate,Stay,without
7,self,utility,12,120,16,140,Evacuate,Evacuate,with
7,self,utility,12,120,16,140,Evacuate,Evacuate,without
8,self,utility,12,120,16,140,Evacuate,Stay,with
8,self,utility,12,120,24,160,Evacuate,Stay,without
8,self,utility,12,120,16,140,Evacuate,Evacuate,with
8,self,utility,12,120,16,140,Evacuate,Evacuate,without
9,self,utility,12,120,16,140,Evacuate,Stay,with
9,self,utility,12,120,16,140,Evacuate,Stay,without
9,self,utility,12,120,16,140,Evacuate,Evacuate,with
9,self,utility,12,120,16,140,Evacuate,Evacuate,without
10,self,utility,12,120,16,140,Evacuate,Stay,with
10,self,utility,12,120,16,140,Evacuate,Stay,without
10,self,utility,12,120,16,140,Evacuate,Evacuate,with
10,self,utility,12,120,16,140,Evacuate,Evacuate,without
11,self,utility,12,120,16,140,Evacuate,Stay,with
11,self,utility,12,120,16,140,Evacuate,Stay,without
11,self,utility,12,120,16,140,Evacuate,Evacuate,with
11,self,utility,12,120,16,140,Evacuate,Evacuate,without
12,self,utility,12,120,16,140,Evacuate,Stay,with
12,self,utility,12,120,16,140,Evacuate,Stay,without
12,self,utility,12,120,16,140,Evacuate,Evacuate,with
12,self,utility,12,120,16,140,Evacuate,Evacuate,without
13,self,utility,12,120,16,140,Evacuate,Stay,with
13,self,utility,12,120,16,140,Evacuate,Stay,without
13,self,utility,12,120,16,140,Evacuate,Evacuate,with
13,self,utility,12,120,16,140,Evacuate,Evacuate,without
14,self,utility,12,120,16,140,Evacuate,Stay,with
14,self,utility,12,120,16,140,Evacuate,Stay,without
14,self,utility,12,120,16,140,Evacuate,Evacuate,with
14,self,utility,12,120,16,140,Evacuate,Evacuate,without
15,self,utility,12,120,16,140,Evacuate,Stay,with
15,self,utility,12,120,16,140,Evacuate,Stay,without
15,self,utility,12,120,16,140,Evacuate,Evacuate,with
15,self,utility,12,120,16,140,Evacuate,Evacuate,without
16,self,utility,12,120,16,140,Evacuate,Stay,with
16,self,utility,12,120,16,140,Evacuate,Stay,without
16,self,utility,12,120,16,140,Evacuate,Evacuate,with
16,self,utility,12,120,16,140,Evacuate,Evacuate,without
17,self,utility,12,120,16,140,Evacuate,Stay,with
17,self,utility,12,120,16,140,Evacuate,Stay,without
17,self,utility,12,120,16,140,Evacuate,Evacuate,with
17,self,utility,12,120,16,140,Evacuate,Evacuate,without
18,self,utility,12,120,16,140,Evacuate,Stay,with
18,self,utility,12,120,16,140,Evacuate,Stay,without
18,self,utility,12,120,16,140,Evacuate,Evacuate,with
18,self,utility,12,120,16,140,Evacuate,Evacuate,without
19,self,utility,12,120,16,140,Evacuate,Stay,with
19,self,utility,12,120,16,140,Evacuate,Stay,without
19,self,utility,12,120,16,140,Evacuate,Evacuate,with
19,self,utility,12,120,16,140,Evacuate,Evacuate,without
20,self,utility,12,120,16,140,Evacuate,Stay,with
20,self,utility,12,120,16,140,Evacuate,Stay,without
20,self,utility,12,120,16,140,Evacuate,Evacuate,with
20,self,utility,12,120,16,140,Evacuate,Evacuate,without
0,roleplay,worse,12,120,16,140,Evacuate,Stay,with
0,roleplay,worse,12,120,16,140,Evacuate,Stay,without
0,roleplay,worse,12,120,16,140,Evacuate,Evacuate,with
0,roleplay,worse,12,120,16,140,Evacuate,Evacuate,without
1,roleplay,worse,12,120,16,140,Evacuate,Stay,with
1,roleplay,worse,12,120,16,140,Evecuate,Stay,without
1,roleplay,worse,12,120,16,140,Evacuate,Evacuate,with
1,roleplay,worse,12,120,16,140,Evacuate,Evacuate,without
2,roleplay,worse,20,150,24,160,Evacuate,Stay,with
2,roleplay,worse,20,150,16,140,Evacuate,Stay,without
2,roleplay,worse,20,150,24,160,Evacuate,Evacuate,with
2,roleplay,worse,20,150,16,140,Evacuate,Evacuate,without
3,roleplay,worse,12,120,16,140,Evacuate,Stay,with
3,roleplay,worse,12,120,16,140,Evacuate,Stay,without
3,roleplay,worse,12,120,16,140,Evacuate,Evacuate,with
3,roleplay,worse,12,120,16,140,Evacuate,Evacuate,without
4,roleplay,worse,12,120,16,140,Evacuate,Stay,with
4,roleplay,worse,12,120,24,160,Evacuate,Stay,without
4,roleplay,worse,12,120,16,140,Evacuate,Evacuate,with
4,roleplay,worse,12,120,16,140,Evacuate,Evacuate,without
5,roleplay,worse,12,120,16,140,Evacuate,Stay,with
5,roleplay,worse,12,120,16,140,Evacuate,Stay,without
5,roleplay,worse,12,120,16,140,Evacuate,Evacuate,with
5,roleplay,worse,12,120,16,140,Evacuate,Evacuate,without
6,roleplay,worse,12,120,16,140,Evacuate,Stay,with
6,roleplay,worse,12,120,24,160,Evacuate,Stay,without
6,roleplay,worse,12,120,16,140,Evacuate,Evacuate,with
6,roleplay,worse,12,120,16,140,Evacuate,Evacuate,without
7,roleplay,worse,12,120,16,140,Evacuate,Stay,with
7,roleplay,worse,12,120,16,140,Evacuate,Stay,without
7,roleplay,worse,12,120,16,140,Evacuate,Evacuate,with
7,roleplay,worse,12,120,16,140,Evacuate,Evacuate,without
8,roleplay,worse,12,120,16,140,Evacuate,Stay,with
8,roleplay,worse,12,120,24,160,Evacuate,Stay,without
8,roleplay,worse,12,120,16,140,Evacuate,Evacuate,with
8,roleplay,worse,12,120,16,140,Evacuate,Evacuate,without
9,roleplay,worse,12,120,16,140,Evacuate,Stay,with
9,roleplay,worse,12,120,24,160,Evacuate,Stay,without
9,roleplay,worse,12,120,16,140,Evacuate,Evacuate,with
9,roleplay,worse,12,120,16,140,Evacuate,Evacuate,without
10,roleplay,worse,12,120,16,140,Evacuate,Stay,with
10,roleplay,worse,12,120,24,160,Evacuate,Stay,without
10,roleplay,worse,12,120,16,140,Evacuate,Evacuate,with
10,roleplay,worse,12,120,16,140,Evacuate,Evacuate,without
11,roleplay,worse,12,120,16,140,Evacuate,Stay,with
11,roleplay,worse,12,120,16,140,Evacuate,Stay,without
11,roleplay,worse,12,120,16,140,Evacuate,Evacuate,with
11,roleplay,worse,12,120,16,140,Evacuate,Evacuate,without
12,roleplay,worse,12,120,16,140,Evacuate,Stay,with
12,roleplay,worse,12,120,16,140,Evacuate,Stay,without
12,roleplay,worse,12,120,16,140,Evacuate,Evacuate,with
12,roleplay,worse,12,120,16,140,Evacuate,Evacuate,without
13,roleplay,worse,12,120,16,140,Evacuate,Stay,with
13,roleplay,worse,12,120,24,160,Evacuate,Stay,without
13,roleplay,worse,12,120,16,140,Evacuate,Evacuate,with
13,roleplay,worse,12,120,16,140,Evacuate,Evacuate,without
14,roleplay,worse,12,120,16,140,Evacuate,Stay,with
14,roleplay,worse,12,120,16,140,Evacuate,Stay,without
14,roleplay,worse,12,120,16,140,Evacuate,Evacuate,with
14,roleplay,worse,12,120,24,160,Evacuate,Evacuate,without
15,roleplay,worse,12,120,16,140,Evacuate,Stay,with
15,roleplay,worse,12,120,16,140,Evacuate,Stay,without
15,roleplay,worse,12,120,16,140,Evacuate,Evacuate,with
15,roleplay,worse,12,120,16,140,Evacuate,Evacuate,without
16,roleplay,worse,12,120,16,140,Evacuate,Stay,with
16,roleplay,worse,12,120,24,160,Evacuate,Stay,without
16,roleplay,worse,12,120,16,140,Evacuate,Evacuate,with
16,roleplay,worse,12,120,24,160,Evacuate,Evacuate,without
17,roleplay,worse,12,120,16,140,Evacuate,Stay,with
17,roleplay,worse,12,120,24,160,Evacuate,Stay,without
17,roleplay,worse,12,120,16,140,Evacuate,Evacuate,with
17,roleplay,worse,12,120,16,140,Evacuate,Evacuate,without
18,roleplay,worse,12,120,16,140,Evacuate,Stay,with
18,roleplay,worse,12,120,24,160,Evacuate,Stay,without
18,roleplay,worse,12,120,16,140,Evacuate,Evacuate,with
18,roleplay,worse,12,120,24,160,Evacuate,Evacuate,without
19,roleplay,worse,12,120,16,140,Evacuate,Stay,with
19,roleplay,worse,12,120,16,140,Evacuate,Stay,without
19,roleplay,worse,12,120,16,140,Evacuate,Evacuate,with
19,roleplay,worse,12,120,16,140,Evacuate,Evacuate,without
20,roleplay,worse,12,120,16,140,Evacuate,Stay,with
20,roleplay,worse,12,120,16,140,Evacuate,Stay,without
20,roleplay,worse,12,120,16,140,Evacuate,Evacuate,with
20,roleplay,worse,12,120,16,140,Evacuate,Evacuate,without
0,roleplay,better,12,120,8,100,Evacuate,Stay,with
0,roleplay,better,12,120,8,100,Evacuate,Stay,without
0,roleplay,better,12,120,8,100,Evacuate,Evacuate,with
0,roleplay,better,12,120,8,100,Evacuate,Evacuate,without
1,roleplay,better,12,120,8,100,Evacuate,Stay,with
1,roleplay,better,12,120,8,100,Evacuate,Stay,without
1,roleplay,better,12,120,8,100,Evacuate,Evacuate,with
1,roleplay,better,12,120,8,100,Evacuate,Evacuate,without
2,roleplay,better,12,120,8,100,Evacuate,Stay,with
2,roleplay,better,12,120,8,100,Evacuate,Stay,without
2,roleplay,better,12,120,8,100,Evacuate,Evacuate,with
2,roleplay,better,12,120,8,100,Evacuate,Evacuate,without
3,roleplay,better,12,120,8,100,Evacuate,Stay,with
3,roleplay,better,12,120,8,100,Evacuate,Stay,without
3,roleplay,better,12,120,8,100,Evacuate,Evacuate,with
3,roleplay,better,12,120,8,100,Evacuate,Evacuate,without
4,roleplay,better,12,120,8,100,Evacuate,Stay,with
4,roleplay,better,12,120,8,100,Evacuate,Stay,without
4,roleplay,better,12,120,8,100,Evacuate,Evacuate,with
4,roleplay,better,12,120,8,100,Evacuate,Evacuate,without
5,roleplay,better,12,120,8,100,Evacuate,Stay,with
5,roleplay,better,12,120,8,100,Evacuate,Stay,without
5,roleplay,better,12,120,8,100,Evacuate,Evacuate,with
5,roleplay,better,12,120,8,100,Evacuate,Evacuate,without
6,roleplay,better,12,120,8,100,Evacuate,Stay,with
6,roleplay,better,12,120,8,100,Evacuate,Stay,without
6,roleplay,better,12,120,8,100,Evacuate,Evacuate,with
6,roleplay,better,12,120,8,100,Evacuate,Evacuate,without
7,roleplay,better,12,120,8,100,Evacuate,Stay,with
7,roleplay,better,12,120,8,100,Evacuate,Stay,without
7,roleplay,better,12,120,8,100,Evacuate,Evacuate,with
7,roleplay,better,12,120,8,100,Evacuate,Evacuate,without
8,roleplay,better,12,120,8,100,Evacuate,Stay,with
8,roleplay,better,12,120,8,100,Evacuate,Stay,without
8,roleplay,better,12,120,8,100,Evacuate,Evacuate,with
8,roleplay,better,12,120,8,100,Evacuate,Evacuate,without
9,roleplay,better,12,120,8,100,Evacuate,Stay,with
9,roleplay,better,12,120,8,100,Evacuate,Stay,without
9,roleplay,better,12,120,8,100,Evacuate,Evacuate,with
9,roleplay,better,12,120,8,100,Evacuate,Evacuate,without
10,roleplay,better,12,120,8,100,Evacuate,Stay,with
10,roleplay,better,12,120,8,100,Evacuate,Stay,without
10,roleplay,better,12,120,8,100,Evacuate,Evacuate,with
10,roleplay,better,12,120,8,100,Evacuate,Evacuate,without
11,roleplay,better,12,120,8,100,Evacuate,Stay,with
11,roleplay,better,12,120,8,100,Evacuate,Stay,without
11,roleplay,better,12,120,8,100,Evacuate,Evacuate,with
11,roleplay,better,12,120,8,100,Evacuate,Evacuate,without
12,roleplay,better,12,120,8,100,Evacuate,Stay,with
12,roleplay,better,12,120,8,100,Evacuate,Stay,without
12,roleplay,better,12,120,8,100,Evacuate,Evacuate,with
12,roleplay,better,12,120,8,100,Evacuate,Evacuate,without
13,roleplay,better,12,120,8,100,Evacuate,Stay,with
13,roleplay,better,12,120,8,100,Evacuate,Stay,without
13,roleplay,better,12,120,8,100,Evacuate,Evacuate,with
13,roleplay,better,12,120,8,100,Evacuate,Evacuate,without
14,roleplay,better,12,120,8,100,Evacuate,Stay,with
14,roleplay,better,12,120,8,100,Evacuate,Stay,without
