n,perspective,condition,flood_1,wind_1,flood_2,wind_2,decision,forced_decision,prior
8,roleplay,worse,8,135,24,160,Evacuate,Stay,without
8,roleplay,worse,8,135,16,140,Evacuate,Evacuate,with
8,roleplay,worse,8,135,24,160,Evacuate,Evacuate,without
9,roleplay,worse,12,120,16,140,Evacuate,Stay,with
9,roleplay,worse,12,120,24,160,Evacuate,Stay,without
9,roleplay,worse,12,120,24,140,Evacuate,Evacuate,with
9,roleplay,worse,12,120,24,160,Evacuate,Evacuate,without
10,roleplay,worse,4,120,12,140,Evacuate,Stay,with
10,roleplay,worse,4,120,16,140,Evacuate,Stay,without
10,roleplay,worse,4,120,12,140,Evacuate,Evacuate,with
10,roleplay,worse,4,120,16,140,Evacuate,Evacuate,without
6,roleplay,better,8,120,7,100,Evacuate,Stay,with
6,roleplay,better,8,120,10,100,Evacuate,Stay,without
6,roleplay,better,8,120,8,100,Evacuate,Evacuate,with
6,roleplay,better,8,120,10,100,Evacuate,Evacuate,without
7,roleplay,better,4,120,7,100,Evacuate,Stay,with
7,roleplay,better,4,120,6,100,Evacuate,Stay,without
7,roleplay,better,4,120,7,100,Evacuate,Evacuate,with
7,roleplay,better,4,120,8,100,Evacuate,Evacuate,without
8,roleplay,better,12,120,10,100,Evacuate,Stay,with
8,roleplay,better,12,120,10,100,Evacuate,Stay,without
8,roleplay,better,12,120,8,100,Evacuate,Evacuate,with
8,roleplay,better,12,120,6,100,Evacuate,Evacuate,without
9,roleplay,better,10,120,7,100,Stay,Stay,with
9,roleplay,better,10,120,5,110,Evacuate,Stay,without
9,roleplay,better,10,120,7,100,Stay,Evacuate,with
9,roleplay,better,10,120,8,100,Evacuate,Evacuate,without
10,roleplay,better,10,120,7,100,Stay,Stay,with
10,roleplay,better,10,120,8,100,Evacuate,Stay,without
10,roleplay,better,10,120,8,100,Stay,Evacuate,with
10,roleplay,better,10,120,8,100,Evacuate,Evacuate,without
6,roleplay,uncertainty,8,120,16,145,Evacuate,Stay,with
6,roleplay,uncertainty,8,120,18,145,Evacuate,Stay,without
6,roleplay,uncertainty,8,120,16,140,Evacuate,Evacuate,with
6,roleplay,uncertainty,8,120,16,145,Evacuate,Evacuate,without
7,roleplay,uncertainty,8,135,16,145,Stay,Stay,with
7,roleplay,uncertainty,8,135,18,140,Evacuate,Stay,without
7,roleplay,uncertainty,8,135,16,145,Stay,Evacuate,with
7,roleplay,uncertainty,8,135,16,145,Evacuate,Evacuate,without
8,roleplay,uncertainty,8,120,16,145,Stay,Stay,with
8,roleplay,uncertainty,8,120,18,140,Evacuate,Stay,without
8,roleplay,uncertainty,8,120,16,145,Stay,Evacuate,with
8,roleplay,uncertainty,8,120,18,145,Evacuate,Evacuate,without
9,roleplay,uncertainty,4,120,16,140,Stay,Stay,with
9,roleplay,uncertainty,4,120,16,145,Evacuate,Stay,without
9,roleplay,uncertainty,4,120,14,145,Stay,Evacuate,with
9,roleplay,uncertainty,4,120,16,145,Evacuate,Evacuate,without
10,roleplay,uncertainty,12,120,16,140,Evacuate,Stay,with
10,roleplay,uncertainty,12,120,18,150,Evacuate,Stay,without
10,roleplay,uncertainty,12,120,16,140,Evacuate,Evacuate,with
10,roleplay,uncertainty,12,120,18,145,Evacuate,Evacuate,without
6,roleplay,utility,12,120,24,140,Evacuate,Stay,with
6,roleplay,utility,12,120,24,150,Evacuate,Stay,without
6,roleplay,utility,12,120,24,140,Evacuate,Evacuate,with
6,roleplay,utility,12,120,12,140,Evacuate,Evacuate,without
7,roleplay,utility,8,120,16,140,Evacuate,Stay,with
7,roleplay,utility,8,120,24,140,Evacuate,Stay,without
7,roleplay,utility,8,120,16,140,Evacuate,Evacuate,with
7,roleplay,utility,8,120,16,140,Evacuate,Evacuate,without
8,roleplay,utility,8,120,16,140,Evacuate,Stay,with
8,roleplay,utility,8,120,24,160,Evacuate,Stay,without
8,roleplay,utility,8,120,16,140,Evacuate,Evacuate,with
8,roleplay,utility,8,120,24,140,Evacuate,Evacuate,without
9,roleplay,utility,4,120,12,140,Evacuate,Stay,with
9,roleplay,utility,4,120,16,140,Evacuate,Stay,without
9,roleplay,utility,4,120,16,140,Evacuate,Evacuate,with
9,roleplay,utility,4,120,16,140,Evacuate,Evacuate,without
10,roleplay,utility,4,120,12,140,Evacuate,Stay,with
10,roleplay,utility,4,120,16,140,Evacuate,Stay,without
10,roleplay,utility,4,120,24,140,Evacuate,Evacuate,with
10,roleplay,utility,4,120,16,140,Evacuate,Evacuate,without
6,predict,worse,4,120,16,140,Stay,Stay,with
6,predict,worse,4,120,24,140,Evacuate,Stay,without
6,predict,worse,4,120,16,140,Stay,Evacuate,with
6,predict,worse,4,120,24,140,Evacuate,Evacuate,without
7,predict,worse,12,135,16,150,Evacuate,Stay,with
7,predict,worse,12,135,24,160,Evacuate,Stay,without
7,predict,worse,12,135,16,140,Evacuate,Evacuate,with
7,predict,worse,12,135,16,140,Evacuate,Evacuate,without
8,predict,worse,12,120,24,140,Stay,Stay,with
8,predict,worse,12,120,16,140,Evacuate,Stay,without
8,predict,worse,12,120,24,140,Stay,Evacuate,with
8,predict,worse,12,120,16,140,Evacuate,Evacuate,without
9,predict,worse,12,120,24,150,Evacuate,Stay,with
9,predict,worse,12,120,24,160,Evacuate,Stay,without
9,predict,worse,12,120,24,140,Evacuate,Evacuate,with
9,predict,worse,12,120,8,140,Evacuate,Evacuate,without
10,predict,worse,16,120,16,140,Evacuate,Stay,with
10,predict,worse,16,120,8,140,Evacuate,Stay,without
10,predict,worse,16,120,16,140,Evacuate,Evacuate,with
10,predict,worse,16,120,16,140,Evacuate,Evacuate,without
6,predict,better,16,105,12,100,Evacuate,Stay,with
6,predict,better,16,105,6,100,Evacuate,Stay,without
6,predict,better,16,105,10,90,Evacuate,Evacuate,with
6,predict,better,16,105,10,90,Evacuate,Evacuate,without
7,predict,better,15,110,11,90,Evacuate,Stay,with
7,predict,better,15,110,10,90,Evacuate,Stay,without
7,predict,better,15,110,10,110,Evacuate,Evacuate,with
7,predict,better,15,110,5,110,Evacuate,Evacuate,without
8,predict,better,12,120,8,100,Stay,Stay,with
8,predict,better,12,120,6,100,Evacuate,Stay,without
8,predict,better,12,120,8,100,Stay,Evacuate,with
8,predict,better,12,120,8,100,Evacuate,Evacuate,without
9,predict,better,12,90,8,100,Evacuate,Stay,with
9,predict,better,12,90,8,100,Evacuate,Stay,without
9,predict,better,12,90,10,100,Evacuate,Evacuate,with
9,predict,better,12,90,8,100,Evacuate,Evacuate,without
10,predict,better,12,120,10,80,Stay,Stay,with
10,predict,better,12,120,6,100,Evacuate,Stay,without
10,predict,better,12,120,8,100,Stay,Evacuate,with
10,predict,better,12,120,6,100,Evacuate,Evacuate,without
6,predict,uncertainty,12,140,16,150,Evacuate,Stay,with
6,predict,uncertainty,12,140,16,145,Evacuate,Stay,without
6,predict,uncertainty,12,140,16,145,Evacuate,Evacuate,with
6,predict,uncertainty,12,140,16,145,Evacuate,Evacuate,without
7,predict,uncertainty,12,105,16,145,Evacuate,Stay,with
7,predict,uncertainty,12,105,18,145,Evacuate,Stay,without
7,predict,uncertainty,12,105,16,145,Evacuate,Evacuate,with
7,predict,uncertainty,12,105,16,145,Evacuate,Evacuate,without
8,predict,uncertainty,12,120,16,140,Evacuate,Stay,with
8,predict,uncertainty,12,120,14,140,Evacuate,Stay,without
8,predict,uncertainty,12,120,16,140,Evacuate,Evacuate,with
8,predict,uncertainty,12,120,16,145,Evacuate,Evacuate,without
9,predict,uncertainty,16,120,16,140,Stay,Stay,with
9,predict,uncertainty,16,120,16,145,Evacuate,Stay,without
9,predict,uncertainty,16,120,16,140,Stay,Evacuate,with
9,predict,uncertainty,16,120,16,145,Evacuate,Evacuate,without
10,predict,uncertainty,12,105,16,145,Stay,Stay,with
10,predict,uncertainty,12,105,16,140,Evacuate,Stay,without
10,predict,uncertainty,12,105,16,150,Stay,Evacuate,with
10,predict,uncertainty,12,105,18,150,Evacuate,Evacuate,without
6,predict,utility,12,120,24,140,Evacuate,Stay,with
6,predict,utility,12,120,16,140,Evacuate,Stay,without
6,predict,utility,12,120,24,140,Evacuate,Evacuate,with
6,predict,utility,12,120,16,140,Evacuate,Evacuate,without
7,predict,utility,12,120,16,140,Evacuate,Stay,with
7,predict,utility,12,120,16,140,Evacuate,Stay,without
7,predict,utility,12,120,16,140,Evacuate,Evacuate,with
7,predict,utility,12,120,16,140,Evacuate,Evacuate,without
8,predict,utility,16,135,16,140,Stay,Stay,with
8,predict,utility,16,135,16,140,Evacuate,Stay,without
8,predict,utility,16,135,16,140,Stay,Evacuate,with
8,predict,utility,16,135,24,160,Evacuate,Evacuate,without
9,predict,utility,12,120,16,140,Stay,Stay,with
9,predict,utility,12,120,16,140,Evacuate,Stay,without
9,predict,utility,12,120,16,140,Stay,Evacuate,with
9,predict,utility,12,120,24,160,Evacuate,Evacuate,without
10,predict,utility,16,120,16,140,Evacuate,Stay,with
10,predict,utility,16,120,16,140,Evacuate,Stay,without
10,predict,utility,16,120,16,140,Evacuate,Evacuate,with
10,predict,utility,16,120,16,140,Evacuate,Evacuate,without
